# delays[ps] pumped_signal, blocked_signal, pumped_reference, blocked_reference
-2.000000000000000000e+01 5.004850656264085096e+00 5.005130126803281954e+00 6.307100930073007206e+00 6.307724016208096529e+00
-1.800000000000000000e+01 4.998942525732323894e+00 5.003493819737732551e+00 6.298420074768493748e+00 6.304595368699295044e+00
-1.600000000000000000e+01 5.007588910485294420e+00 5.007335704778187235e+00 6.309775531862398701e+00 6.309800436042178440e+00
-1.400000000000000000e+01 5.013113710299333725e+00 5.013258571397184227e+00 6.316733751501256933e+00 6.317506425414412874e+00
-1.200000000000000000e+01 5.004412151071138126e+00 5.004387887309000860e+00 6.305573362473696264e+00 6.305828810829924080e+00
-1.000000000000000000e+01 4.994061630905314964e+00 5.001750767922432672e+00 6.293686262752337335e+00 6.303208095468208150e+00
-8.000000000000000000e+00 5.002295537321820085e+00 5.001210323068604247e+00 6.303749584895778746e+00 6.302557540518630042e+00
-6.000000000000000000e+00 5.009456162696605652e+00 5.007827462569679255e+00 6.313523344694760731e+00 6.311890233418307794e+00
-4.000000000000000000e+00 5.012717085255498972e+00 5.013024424446039795e+00 6.316765942327527306e+00 6.317233359747412180e+00
-2.000000000000000000e+00 5.010175101830837363e+00 5.011185519874310046e+00 6.313509094217472750e+00 6.314873219109999880e+00
-1.899999999999999911e+00 4.995730288933405205e+00 4.998283725106429820e+00 6.295287501523258555e+00 6.298726129775741533e+00
-1.800000000000000044e+00 5.000662032168848192e+00 4.997296127951920575e+00 6.301298876162394258e+00 6.297397637233091316e+00
-1.699999999999999956e+00 5.005804540018641724e+00 5.005799095703160617e+00 6.307846053211244808e+00 6.307870158587785880e+00
-1.600000000000000089e+00 4.994308910237259980e+00 4.997523307555909788e+00 6.293400303180247235e+00 6.297508383707403290e+00
-1.500000000000000000e+00 5.003343432449117500e+00 5.003249501875419725e+00 6.304985265791152038e+00 6.304866190755118005e+00
-1.399999999999999911e+00 4.998729678184048453e+00 4.999277970230604495e+00 6.300268513155575789e+00 6.300727520681477678e+00
-1.300000000000000044e+00 4.994240683821121962e+00 4.994807632782705120e+00 6.293583841547397029e+00 6.294261459732430453e+00
-1.199999999999999956e+00 5.006736484399318954e+00 5.009677096798069940e+00 6.309199132007991651e+00 6.312809929313299762e+00
-1.100000000000000089e+00 5.005005124647969872e+00 5.007356846927423000e+00 6.307004113155753267e+00 6.309945860708586984e+00
-1.000000000000000000e+00 5.006756504417771758e+00 5.007655617557471572e+00 6.311618369808094542e+00 6.312795678498441809e+00
-9.000000000000000222e-01 5.011942335188190434e+00 5.011032090888957846e+00 6.316639501862017170e+00 6.315457467872310104e+00
-8.000000000000000444e-01 5.009637619608147574e+00 5.015515639785692592e+00 6.312860060367849968e+00 6.320103353243031741e+00
-6.999999999999999556e-01 5.011175511952733252e+00 5.014313914280482898e+00 6.314913821920287162e+00 6.319002281124067366e+00
-5.999999999999999778e-01 5.013801336997924629e+00 5.015883197399006121e+00 6.318072655209560295e+00 6.320382987748503822e+00
-5.000000000000000000e-01 5.002438155057681968e+00 5.003575898088852725e+00 6.304767054694355721e+00 6.306220389337840793e+00
-4.000000000000000222e-01 5.006754021670523969e+00 5.004817503025697611e+00 6.310221488583462879e+00 6.307743794401880599e+00
-2.999999999999999889e-01 5.003795871986263855e+00 5.006666258662317404e+00 6.307282384741111692e+00 6.310515299030985403e+00
-2.000000000000000111e-01 5.002859523666753461e+00 5.005877090182237588e+00 6.306992101933014183e+00 6.309628188688886752e+00
-1.000000000000000056e-01 5.010827653037520868e+00 5.011034255075488275e+00 6.319372002319076032e+00 6.315939621688878347e+00
-0.000000000000000000e+00 5.007625345854168408e+00 5.015884959099050633e+00 6.318845407637865286e+00 6.321892538261203676e+00
1.000000000000000056e-01 4.992941582821618596e+00 5.003114089497763040e+00 6.301833396039813628e+00 6.305365635515860490e+00
2.000000000000000111e-01 4.997872206301346765e+00 5.001091892911460057e+00 6.309046904682008794e+00 6.303897574907522561e+00
2.999999999999999889e-01 4.994066914183386885e+00 5.001868081239924990e+00 6.305253046840162412e+00 6.305252566073366260e+00
4.000000000000000222e-01 4.998875418768339074e+00 5.008956637134502898e+00 6.311295013250838082e+00 6.313897707515379487e+00
5.000000000000000000e-01 4.999508432193762175e+00 5.001211127062328288e+00 6.310951077167907819e+00 6.303073569285974287e+00
5.999999999999999778e-01 4.992346205087354605e+00 5.001273985886138362e+00 6.301583792375205384e+00 6.302620323841457761e+00
6.999999999999999556e-01 4.990842266277037531e+00 4.996930652385015215e+00 6.301355489873364135e+00 6.298839760091913931e+00
8.000000000000000444e-01 4.991867660703596776e+00 4.996157422101808798e+00 6.303250375543988149e+00 6.298753115145169446e+00
9.000000000000000222e-01 4.992634245551127670e+00 4.997476545234356138e+00 6.303067719890981024e+00 6.299380533405433802e+00
1.000000000000000000e+00 4.991192367274991604e+00 5.004011279664809742e+00 6.301463197563024643e+00 6.306872703351666054e+00
1.100000000000000089e+00 4.988322863343405800e+00 4.995893646949308931e+00 6.298099039432178081e+00 6.297009818467053321e+00
1.199999999999999956e+00 4.991672912453442024e+00 5.001598700511060258e+00 6.302896912505035587e+00 6.304275855718715071e+00
1.300000000000000044e+00 4.997628528648754731e+00 5.008295916128219005e+00 6.310822311510229099e+00 6.313048720332624875e+00
