# delays[ps] pumped_signal, blocked_signal, pumped_reference, blocked_reference
-2.000000000000000000e+01 4.321350111697753071e+00 4.323213113690401954e+00 6.176451474639547357e+00 6.179762212937613519e+00
-1.800000000000000000e+01 4.320070631287370233e+00 4.321321922802970228e+00 6.175133306554325685e+00 6.177077919948537499e+00
-1.600000000000000000e+01 4.322740737418551582e+00 4.324425809628260176e+00 6.176824475290294991e+00 6.179524386174947814e+00
-1.400000000000000000e+01 4.313576905810907469e+00 4.312816650742595570e+00 6.165309266884987593e+00 6.164738714267766539e+00
-1.200000000000000000e+01 4.325410200969971086e+00 4.324028384810995718e+00 6.181936329636673833e+00 6.180565479784310590e+00
-1.000000000000000000e+01 4.330329043559618896e+00 4.330622927473836370e+00 6.189857161892686754e+00 6.190441649183898498e+00
-8.000000000000000000e+00 4.317664860555082029e+00 4.307559878231944417e+00 6.171672813720342710e+00 6.157777529336486921e+00
-6.000000000000000000e+00 4.324635771845207088e+00 4.327606968506295892e+00 6.179687662197466125e+00 6.184203018118016537e+00
-4.000000000000000000e+00 4.320539644840138749e+00 4.316991731054184989e+00 6.175891243374731054e+00 6.170821671404937980e+00
-2.000000000000000000e+00 4.323437090640325664e+00 4.323094599870701771e+00 6.178507311344636044e+00 6.178366936884682303e+00
-1.899999999999999911e+00 4.314509968945503537e+00 4.317197048214580946e+00 6.166000098736499346e+00 6.170010877204143540e+00
-1.800000000000000044e+00 4.327220433550089673e+00 4.323631038422190542e+00 6.183019063242187308e+00 6.178332420928189350e+00
-1.699999999999999956e+00 4.320182100452495177e+00 4.319179289703164670e+00 6.173923972516469405e+00 6.172868705643926646e+00
-1.600000000000000089e+00 4.327766003028805208e+00 4.329424967744317954e+00 6.184420110707749885e+00 6.186513504662125129e+00
-1.500000000000000000e+00 4.325259334740189310e+00 4.322212545732834421e+00 6.181510874935740141e+00 6.177157038690097579e+00
-1.399999999999999911e+00 4.323219841250521611e+00 4.319868997166702584e+00 6.178489216295823816e+00 6.174348625745645691e+00
-1.300000000000000044e+00 4.313318974906158232e+00 4.319126918211335209e+00 6.165010813237266518e+00 6.173530788190769059e+00
-1.199999999999999956e+00 4.328830473600798534e+00 4.327141880258066564e+00 6.187041622827097243e+00 6.184734341212709374e+00
-1.100000000000000089e+00 4.323811133259245487e+00 4.325448798165880682e+00 6.180478751962548145e+00 6.182857946564769946e+00
-1.000000000000000000e+00 4.319167837356618911e+00 4.318144606864992241e+00 6.174353347763146260e+00 6.172820495879130398e+00
-9.000000000000000222e-01 4.322581864667140117e+00 4.322161538212056620e+00 6.178544232857870355e+00 6.178249307011242308e+00
-8.000000000000000444e-01 4.321368048724212763e+00 4.320109149561762507e+00 6.176883173623465950e+00 6.175356406320661407e+00
-6.999999999999999556e-01 4.334650348341256176e+00 4.337525611854350593e+00 6.194757935254013859e+00 6.198627701780845989e+00
-5.999999999999999778e-01 4.330724308851752191e+00 4.326205932825501144e+00 6.189696612287580280e+00 6.183854761200775485e+00
-5.000000000000000000e-01 4.324900267132846032e+00 4.323954712283060609e+00 6.181615536979094827e+00 6.180540812321214439e+00
-4.000000000000000222e-01 4.327638439313726160e+00 4.328606895747753036e+00 6.185354299831084646e+00 6.186839101957695597e+00
-2.999999999999999889e-01 4.320502649438767939e+00 4.313761886253726807e+00 6.176196261237946850e+00 6.166363497758188039e+00
