# delays[ps] pumped_signal, blocked_signal, pumped_reference, blocked_reference
-2.000000000000000000e+01 4.150116338282442641e+00 4.151830797600819523e+00 5.878726030661874269e+00 5.881136294940622733e+00
-1.800000000000000000e+01 4.135879920066574122e+00 4.137449839237969940e+00 5.859700566747452655e+00 5.862001123732270891e+00
-1.600000000000000000e+01 4.125486421474228393e+00 4.123730642252536605e+00 5.845532308006347932e+00 5.843162403227033508e+00
-1.400000000000000000e+01 4.143445002799531096e+00 4.144931000383174080e+00 5.870326504611177221e+00 5.872526242263647944e+00
-1.200000000000000000e+01 4.143186111159602447e+00 4.136444707529111753e+00 5.868949001693745338e+00 5.859794019962468958e+00
-1.000000000000000000e+01 4.127231870984935824e+00 4.131590168863850110e+00 5.846593740988735632e+00 5.852931344420927218e+00
-8.000000000000000000e+00 4.134455340754477959e+00 4.133966468211479395e+00 5.856675382861426193e+00 5.856202524694698042e+00
-6.000000000000000000e+00 4.137367439547895209e+00 4.140417271132887933e+00 5.861029138482480860e+00 5.865821239005329701e+00
-4.000000000000000000e+00 4.142379890605709214e+00 4.146418919373844325e+00 5.868384371850792647e+00 5.873822059733179834e+00
-2.000000000000000000e+00 4.135419714529088964e+00 4.138778965160167189e+00 5.858757168657811931e+00 5.863367331166464247e+00
-1.000000000000000000e+00 4.131121555486464203e+00 4.133279723568569430e+00 5.852022621085395393e+00 5.855359624860690282e+00
-9.000000000000000222e-01 4.127141464070631649e+00 4.127633700175365128e+00 5.847390437447321787e+00 5.848458755736774428e+00
-8.000000000000000444e-01 4.128403167344307789e+00 4.132474704837743040e+00 5.849384463181672267e+00 5.854705709925259072e+00
-6.999999999999999556e-01 4.137089170113183556e+00 4.132560627969573019e+00 5.860495338967533385e+00 5.854014637745984295e+00
-5.999999999999999778e-01 4.133338662040916489e+00 4.136252841236919053e+00 5.855366595730941981e+00 5.859846229083424340e+00
-5.000000000000000000e-01 4.134118374919780514e+00 4.133798065281689027e+00 5.856819924274546452e+00 5.856613964938945038e+00
-4.000000000000000222e-01 4.129266079439430470e+00 4.125067935753025772e+00 5.849622365788427203e+00 5.843983679900596862e+00
-2.999999999999999889e-01 4.132323358170195249e+00 4.127040165406511640e+00 5.854736219053005009e+00 5.847381146594643475e+00
-2.000000000000000111e-01 4.140221400812499120e+00 4.137551537474322139e+00 5.865011329099328208e+00 5.861838004517933243e+00
-1.000000000000000056e-01 4.138230835564182364e+00 4.139622101697211676e+00 5.862875174935754607e+00 5.864400817846613378e+00
0.000000000000000000e+00 4.134147523439932748e+00 4.138651642599610270e+00 5.857168023695297876e+00 5.863746742091421993e+00
1.000000000000000056e-01 4.137673255869793287e+00 4.136698232837747291e+00 5.863787342140212466e+00 5.860821178860833314e+00
2.000000000000000111e-01 4.132612358209942549e+00 4.134375184242226275e+00 5.858130961760092070e+00 5.857416746870303115e+00
2.999999999999999889e-01 4.135945103020727487e+00 4.137864880899201125e+00 5.865836374316961255e+00 5.863038452488926744e+00
4.000000000000000222e-01 4.118918225121986687e+00 4.127128169726172580e+00 5.844248019946256534e+00 5.847984851485459323e+00
5.000000000000000000e-01 4.125725372737484520e+00 4.132058382438227540e+00 5.854056919087353705e+00 5.854435128181704862e+00
5.999999999999999778e-01 4.130214837638329861e+00 4.142123242373717318e+00 5.860824621089201436e+00 5.868279630451129769e+00
6.999999999999999556e-01 4.127770231326404193e+00 4.133041253213806776e+00 5.857805763881919425e+00 5.855493356115943016e+00
8.000000000000000444e-01 4.122850990260730875e+00 4.130074460205247711e+00 5.851828109524415567e+00 5.851365176446142513e+00
9.000000000000000222e-01 4.126422606710091756e+00 4.134691410547019608e+00 5.856030356090171196e+00 5.857274289068784334e+00
1.000000000000000000e+00 4.137762381755676344e+00 4.151108338208328696e+00 5.871846379828102869e+00 5.879735972400688127e+00
1.100000000000000089e+00 4.135110135393324171e+00 4.143626216921482808e+00 5.868662324307076794e+00 5.869938283336185059e+00
1.199999999999999956e+00 4.138859603778102247e+00 4.147403632591749378e+00 5.873923920861040315e+00 5.874815186140897261e+00
1.300000000000000044e+00 4.134975685350063657e+00 4.145504595348394439e+00 5.869247293611014271e+00 5.872371531363890895e+00
1.399999999999999911e+00 4.135812814913643720e+00 4.141468448504586952e+00 5.871023339245115658e+00 5.867842244667655471e+00
1.500000000000000000e+00 4.124352202622024954e+00 4.130282823155660310e+00 5.855248394601860085e+00 5.852001078429037051e+00
1.600000000000000089e+00 4.115738588236391493e+00 4.125325706526697722e+00 5.844132228298722254e+00 5.845795205444483500e+00
1.699999999999999956e+00 4.134130305952091966e+00 4.137647710926226630e+00 5.867839200600019289e+00 5.861873880244792723e+00
1.800000000000000044e+00 4.127971144636125800e+00 4.133352192586296603e+00 5.860109201074858554e+00 5.855873801831871894e+00
1.899999999999999911e+00 4.125817540384974613e+00 4.130641651318689433e+00 5.857059595125654106e+00 5.852572676855981371e+00
2.000000000000000000e+00 4.136905071741888484e+00 4.146187014613867738e+00 5.872509503904191241e+00 5.873763201657093980e+00
3.000000000000000000e+00 4.125430846416146657e+00 4.139870581449740072e+00 5.857412659248057096e+00 5.866169896499025427e+00
4.000000000000000000e+00 4.126402587413682710e+00 4.135661708426534133e+00 5.857792550237729934e+00 5.859749332939276023e+00
5.000000000000000000e+00 4.132832330289163636e+00 4.138186792379523027e+00 5.865153950249469617e+00 5.862557584582003933e+00
6.000000000000000000e+00 4.141715728032787425e+00 4.145589157287994375e+00 5.876277650028776556e+00 5.872258942113250946e+00
7.000000000000000000e+00 4.135612060939600099e+00 4.140195858187526667e+00 5.867966767162474007e+00 5.865741084683284257e+00
8.000000000000000000e+00 4.133468706740409893e+00 4.139524648093661163e+00 5.863943334284884124e+00 5.864160586105390038e+00
9.000000000000000000e+00 4.135352209806589130e+00 4.136402667481132056e+00 5.866219708921744491e+00 5.860300354258473732e+00
1.000000000000000000e+01 4.134462227561352066e+00 4.139136992878822419e+00 5.864821146093317950e+00 5.864394413429599773e+00
1.100000000000000000e+01 4.126591171320685092e+00 4.132106268155379958e+00 5.853656531348734759e+00 5.854258154306786643e+00
1.200000000000000000e+01 4.115460159157464659e+00 4.122035481780010002e+00 5.837599235616623972e+00 5.840154357918967420e+00
1.300000000000000000e+01 4.124675076813515417e+00 4.129786903874871129e+00 5.850676032224118472e+00 5.851806250738787796e+00
1.400000000000000000e+01 4.133054145092379450e+00 4.134923635141945830e+00 5.862287242425407996e+00 5.859103347675860718e+00
1.500000000000000000e+01 4.120411829653287228e+00 4.125382079954972525e+00 5.844929960512195599e+00 5.845659790440476122e+00
1.600000000000000000e+01 4.130888370063810378e+00 4.134907539305808122e+00 5.858204634452029325e+00 5.857674116717287660e+00
1.700000000000000000e+01 4.134621582432737696e+00 4.139935284519444814e+00 5.864091157822780787e+00 5.865213927832138907e+00
1.800000000000000000e+01 4.132867084067288310e+00 4.136071865498685440e+00 5.861729099517666519e+00 5.860117931747883091e+00
1.900000000000000000e+01 4.132985038723955284e+00 4.137446637297952812e+00 5.861571747914211983e+00 5.862004169860972169e+00
2.000000000000000000e+01 4.129573976820084980e+00 4.136192942436742293e+00 5.857239292326751112e+00 5.861095842205925166e+00
2.100000000000000000e+01 4.125403701413496549e+00 4.123984888385906267e+00 5.851071855639009556e+00 5.843601710665343063e+00
2.200000000000000000e+01 4.127742445000285976e+00 4.128830457867505466e+00 5.854567576000654583e+00 5.850418420158579380e+00
2.300000000000000000e+01 4.123807517720669225e+00 4.125426043588854341e+00 5.848581916991666851e+00 5.845488666984579140e+00
2.400000000000000000e+01 4.127439832980243750e+00 4.130449145305661318e+00 5.852509897202321731e+00 5.851970011555080120e+00
2.500000000000000000e+01 4.126058815952423409e+00 4.134758035651110220e+00 5.850611329270411609e+00 5.858086841062301708e+00
2.600000000000000000e+01 4.135817939601822424e+00 4.135372789183485942e+00 5.863791264295882932e+00 5.858905232951632236e+00
2.700000000000000000e+01 4.130221324479484757e+00 4.131202834637438315e+00 5.856727677880902760e+00 5.853305710325108713e+00
2.800000000000000000e+01 4.128748939428797726e+00 4.133808555538760032e+00 5.854199058445196613e+00 5.856628058859587149e+00
2.900000000000000000e+01 4.125907147989365420e+00 4.129750148627498341e+00 5.850494652368979587e+00 5.851791437303849541e+00
3.000000000000000000e+01 4.135030137527409444e+00 4.140042908601488492e+00 5.862936513940283589e+00 5.865370399873827800e+00
3.100000000000000000e+01 4.129209543980260300e+00 4.124359410890016342e+00 5.855940508793157306e+00 5.844730808847041104e+00
3.200000000000000000e+01 4.132318873771044565e+00 4.134336907763429991e+00 5.859010295877994601e+00 5.857663148077925541e+00
3.300000000000000000e+01 4.127549137409150859e+00 4.126187180171685398e+00 5.852959610642289867e+00 5.846566915616295823e+00
3.400000000000000000e+01 4.124912826704381530e+00 4.124812889657572867e+00 5.848775863644018358e+00 5.844635996191160032e+00
3.500000000000000000e+01 4.136276864291033917e+00 4.135302641953674474e+00 5.864556970325043750e+00 5.858805057356261337e+00
3.600000000000000000e+01 4.141221569997408203e+00 4.148149555032560443e+00 5.871133527112615269e+00 5.876482088742932319e+00
3.700000000000000000e+01 4.130126832128315328e+00 4.133239364384809100e+00 5.855767221357220720e+00 5.855850902270900882e+00
3.800000000000000000e+01 4.124543750122586339e+00 4.121728706265406217e+00 5.848779468855711094e+00 5.840279203170436695e+00
3.900000000000000000e+01 4.127151072917164321e+00 4.133195882955768674e+00 5.852435663181894121e+00 5.856475911992339967e+00
4.000000000000000000e+01 4.127047692592622496e+00 4.133167934756804662e+00 5.852776794162784846e+00 5.856876858716976386e+00
4.100000000000000000e+01 4.133356117922592610e+00 4.138611124393109186e+00 5.861360903029550151e+00 5.864268932646404586e+00
4.200000000000000000e+01 4.120483901108661584e+00 4.123154806992639365e+00 5.843351309813214378e+00 5.842693873062366094e+00
4.300000000000000000e+01 4.127371526267803681e+00 4.136094368011943523e+00 5.852445192486474213e+00 5.860192646537242034e+00
