# delays[ps] pumped_signal, blocked_signal, pumped_reference, blocked_reference
-8.000000000000000444e-01 1.780639181282494432e+00 1.780527713777134036e+00 6.529354977956428385e+00 6.523298191080464825e+00
-6.999999999999999556e-01 1.779168643464397181e+00 1.780156315725245797e+00 6.522151715426177887e+00 6.520695655320062123e+00
-5.999999999999999778e-01 1.780323917276586343e+00 1.780471099188569939e+00 6.524632051074087613e+00 6.519085844051931034e+00
-5.000000000000000000e-01 1.780080642807815750e+00 1.778994395917858018e+00 6.525847720533531238e+00 6.516468680212048170e+00
-4.000000000000000222e-01 1.781488880431053579e+00 1.781049817158258497e+00 6.529706996142711439e+00 6.521812342006144014e+00
-2.999999999999999889e-01 1.780718938147259234e+00 1.779699154981106313e+00 6.527591737030784991e+00 6.518416394917203149e+00
-2.000000000000000111e-01 1.782265469229883159e+00 1.781776918211828153e+00 6.532088440269851581e+00 6.524842577290797863e+00
-1.000000000000000056e-01 1.783395278549785523e+00 1.783645840114232772e+00 6.536089461694429836e+00 6.530917137994496358e+00
-0.000000000000000000e+00 1.787141050101719530e+00 1.786536547250566542e+00 6.548655395338826679e+00 6.542392648367285624e+00
1.000000000000000056e-01 1.788822351071944761e+00 1.783731522727729502e+00 6.544606323532089043e+00 6.530495446871260157e+00
2.000000000000000111e-01 1.788366311453544855e+00 1.784844115469277348e+00 6.536372699375398554e+00 6.537668281705811602e+00
2.999999999999999889e-01 1.786848608194453014e+00 1.777188414234984970e+00 6.520768528333255709e+00 6.506577813059812421e+00
4.000000000000000222e-01 1.784451577005151224e+00 1.776427280309430756e+00 6.515540628198606576e+00 6.509485443843943564e+00
5.000000000000000000e-01 1.785305920761944387e+00 1.777840723084184615e+00 6.514385183478995422e+00 6.512552193291655911e+00
5.999999999999999778e-01 1.782545819596742520e+00 1.771615360957880192e+00 6.503902404287664751e+00 6.492006246721544471e+00
6.999999999999999556e-01 1.785775333289983724e+00 1.774839749749916873e+00 6.514861404592545924e+00 6.502818707383976715e+00
8.000000000000000444e-01 1.796229733021063923e+00 1.787059451392751352e+00 6.548696712161472533e+00 6.542949750507934148e+00
9.000000000000000222e-01 1.798022821849780462e+00 1.787009002821495995e+00 6.553281341715400998e+00 6.540886462198774787e+00
1.000000000000000000e+00 1.796394852205041248e+00 1.788692305683784234e+00 6.545830956768560860e+00 6.544885795682652052e+00
1.100000000000000089e+00 1.798770342617639573e+00 1.790443834404521484e+00 6.556208997607445355e+00 6.553441896313882964e+00
1.199999999999999956e+00 1.796051160877245811e+00 1.787615187209554701e+00 6.546844827649815457e+00 6.542863586084854965e+00
1.300000000000000044e+00 1.787615107265973391e+00 1.780570955649080522e+00 6.517962114671727036e+00 6.519318240002985654e+00
1.399999999999999911e+00 1.789226500882617366e+00 1.780045168530008270e+00 6.525623902881546812e+00 6.520497300276691277e+00
1.500000000000000000e+00 1.790478107608713731e+00 1.780929060762551863e+00 6.528618261034162096e+00 6.522238759451948198e+00
1.600000000000000089e+00 1.786695340352411510e+00 1.778110903661584752e+00 6.517066035321682271e+00 6.514220784281731902e+00
1.699999999999999956e+00 1.787448466480104026e+00 1.775146845855760436e+00 6.518875158569757744e+00 6.504261394633620519e+00
1.800000000000000044e+00 1.787246431694443416e+00 1.777359379067502410e+00 6.516676055304551518e+00 6.508622205850000952e+00
1.899999999999999911e+00 1.785027812592498764e+00 1.776341597741921685e+00 6.507482692630224719e+00 6.504567531442046580e+00
2.000000000000000000e+00 1.784892241936728352e+00 1.776157580310264716e+00 6.506716588734678730e+00 6.503773316548445038e+00
4.000000000000000000e+00 1.787860463764903596e+00 1.776958432495150619e+00 6.515048871088803928e+00 6.508829848367324367e+00
6.000000000000000000e+00 1.798720774876703121e+00 1.784752827982722279e+00 6.551204040228527425e+00 6.535479216604379360e+00
8.000000000000000000e+00 1.796106894595532522e+00 1.783616611944834007e+00 6.541312552864370744e+00 6.531202056312150006e+00
1.000000000000000000e+01 1.792116727430976830e+00 1.781424418307526514e+00 6.527456003596115330e+00 6.525225267888401071e+00
1.200000000000000000e+01 1.791811953624207865e+00 1.778395017537291123e+00 6.523990067060553066e+00 6.513400621910694355e+00
1.400000000000000000e+01 1.796860901647749476e+00 1.785334748501666624e+00 6.539228123535425929e+00 6.535321192271844382e+00
1.600000000000000000e+01 1.797604098178257059e+00 1.784355884725251418e+00 6.545818467473834446e+00 6.536637355760309909e+00
1.800000000000000000e+01 1.796410867680936496e+00 1.781784765829937278e+00 6.539500065765396108e+00 6.525688604467310583e+00
2.000000000000000000e+01 1.796000872431420703e+00 1.784204218495498928e+00 6.537812182634209712e+00 6.533582457228411577e+00
2.200000000000000000e+01 1.794522967534487590e+00 1.781497688977177196e+00 6.534588722461203147e+00 6.524515617645880283e+00
2.400000000000000000e+01 1.792207855280786077e+00 1.780624847481102613e+00 6.528488449918266490e+00 6.521704640276953846e+00
2.600000000000000000e+01 1.796994550558261849e+00 1.786426280897565055e+00 6.544843601432527080e+00 6.540130280581679223e+00
2.800000000000000000e+01 1.796556928495183891e+00 1.785133994917328382e+00 6.542323858389538671e+00 6.533965869739732923e+00
3.000000000000000000e+01 1.796970767528681234e+00 1.786028697572056512e+00 6.544962512449561842e+00 6.538672859873312149e+00
3.200000000000000000e+01 1.795802521215368097e+00 1.785428999342124623e+00 6.539854335388046280e+00 6.533624656754520643e+00
3.400000000000000000e+01 1.799311024003393822e+00 1.788654108886492011e+00 6.553910600621609461e+00 6.544176225644535272e+00
3.600000000000000000e+01 1.793763355389246472e+00 1.784465430344256864e+00 6.538980217614112966e+00 6.533619933772752297e+00
3.800000000000000000e+01 1.798482465033993227e+00 1.787467765111189211e+00 6.555075811856026391e+00 6.541934202096305384e+00
4.000000000000000000e+01 1.792123614083264815e+00 1.784275887653644199e+00 6.536603323001584087e+00 6.534474290028091659e+00
4.200000000000000000e+01 1.790105428263091714e+00 1.781110996174652072e+00 6.533450811393249680e+00 6.527071791390004485e+00
4.400000000000000000e+01 1.794467794258218785e+00 1.785185724834432719e+00 6.544611931203522914e+00 6.536580821323624058e+00
4.600000000000000000e+01 1.794673192297865150e+00 1.784723999642331416e+00 6.545390370301132243e+00 6.534385239837735782e+00
4.800000000000000000e+01 1.791011581963811938e+00 1.784059198688046965e+00 6.535590979295474057e+00 6.534227406992506815e+00
5.000000000000000000e+01 1.793562601552339819e+00 1.783576413186802601e+00 6.543660766251758076e+00 6.532118469746873934e+00
5.200000000000000000e+01 1.795081585989045214e+00 1.785622385820949676e+00 6.548641696902440579e+00 6.538877379081944774e+00
5.400000000000000000e+01 1.791833013925279383e+00 1.784342351652456804e+00 6.536691810520502521e+00 6.533507102566998626e+00
5.600000000000000000e+01 1.792064597182609909e+00 1.782856679226536123e+00 6.537619433746019837e+00 6.527144338879541152e+00
5.800000000000000000e+01 1.791307627465061225e+00 1.784749063751465581e+00 6.535823609095578135e+00 6.534493342374165792e+00
6.000000000000000000e+01 1.791003814337354560e+00 1.783584420902855738e+00 6.536567684522566424e+00 6.532522303231543148e+00
6.200000000000000000e+01 1.791751895708752151e+00 1.782657847591663014e+00 6.537705919130407217e+00 6.527484914806037430e+00
6.400000000000000000e+01 1.791213536592963784e+00 1.780851946438933631e+00 6.536149679559336789e+00 6.520928683520469171e+00
6.600000000000000000e+01 1.790542569686440988e+00 1.781954449345399594e+00 6.534753999513929656e+00 6.526366701231128609e+00
6.800000000000000000e+01 1.784594434716163525e+00 1.776566934989590729e+00 6.515555200943397018e+00 6.508252803591685343e+00
7.000000000000000000e+01 1.785854289430222730e+00 1.778767616795013717e+00 6.522502615110069790e+00 6.517154442677770554e+00
7.200000000000000000e+01 1.786825706023960736e+00 1.780216773997845392e+00 6.524568788753295934e+00 6.521046796728462880e+00
7.400000000000000000e+01 1.785506914570864412e+00 1.778453233636789976e+00 6.519719825163143412e+00 6.513856664790232287e+00
7.600000000000000000e+01 1.792697767628126604e+00 1.785498105966480509e+00 6.541756505589284565e+00 6.534855776711117059e+00
7.800000000000000000e+01 1.793774005305402541e+00 1.786167871702269538e+00 6.547304875711760452e+00 6.540179045515957412e+00
8.000000000000000000e+01 1.795002149450576345e+00 1.786351248611926845e+00 6.551580244785595752e+00 6.540369556705540433e+00
8.200000000000000000e+01 1.791841502102413664e+00 1.784290141497702820e+00 6.538976117524114784e+00 6.530424986977735990e+00
8.400000000000000000e+01 1.792932874270544374e+00 1.786618866568705277e+00 6.543409875790998420e+00 6.539310520370994695e+00
8.600000000000000000e+01 1.789755490821993922e+00 1.782317119046019416e+00 6.533698170399025784e+00 6.526016201046170195e+00
8.800000000000000000e+01 1.790846622828189627e+00 1.782360761087070200e+00 6.539670232074869638e+00 6.527888184297347074e+00
9.000000000000000000e+01 1.786667233308979474e+00 1.780923055036650160e+00 6.525005778924497513e+00 6.523136998344716275e+00
9.200000000000000000e+01 1.789418445818018011e+00 1.781025473689811456e+00 6.536657453970926568e+00 6.525778368653880612e+00
9.400000000000000000e+01 1.782472228709974127e+00 1.775376667410370812e+00 6.511659009495839534e+00 6.505456238390086909e+00
9.600000000000000000e+01 1.785879033320536102e+00 1.782175702691680907e+00 6.521934783302778982e+00 6.525239843881154300e+00
9.800000000000000000e+01 1.789359589086880975e+00 1.782151759613838315e+00 6.530904405563844328e+00 6.521785756715160254e+00
1.000000000000000000e+02 1.795091675727232161e+00 1.786864383338167439e+00 6.549842148133063091e+00 6.537765977340167289e+00
1.020000000000000000e+02 1.792618891614759624e+00 1.787005239065012407e+00 6.542700387684330821e+00 6.540878047419455221e+00
1.040000000000000000e+02 1.794050912270529263e+00 1.786657784105542435e+00 6.549132096667760194e+00 6.540392776333340485e+00
1.060000000000000000e+02 1.793790581280706009e+00 1.785994264426360889e+00 6.548190378703528047e+00 6.537488828263223972e+00
1.080000000000000000e+02 1.787805450698827681e+00 1.782107797236606617e+00 6.528940413531355347e+00 6.525183790062990319e+00
