# delays[ps] pumped_signal, blocked_signal, pumped_reference, blocked_reference
-2.000000000000000000e+01 4.524582302316055404e+00 4.520639443206227348e+00 6.152879553352133435e+00 6.149308157117372886e+00
-1.800000000000000000e+01 4.517565905267791670e+00 4.522435182431816969e+00 6.143221109764119170e+00 6.149961272038001248e+00
-1.600000000000000000e+01 4.518427140612997661e+00 4.517540842961340175e+00 6.143994104189190786e+00 6.143949102525038342e+00
-1.400000000000000000e+01 4.512814583400435176e+00 4.516184968232004771e+00 6.136627732281182190e+00 6.141215318459313899e+00
-1.200000000000000000e+01 4.514839025447805909e+00 4.511547517669542096e+00 6.140899813622906045e+00 6.137904499114307022e+00
-1.000000000000000000e+01 4.507640693348899497e+00 4.508919211774112590e+00 6.132329311720575937e+00 6.134547791552812157e+00
-8.000000000000000000e+00 4.512895302562649924e+00 4.516981580607933644e+00 6.137010266873090814e+00 6.143128382102739593e+00
-6.000000000000000000e+00 4.521359499913790714e+00 4.516372269382639359e+00 6.148875173547134310e+00 6.143582662770546321e+00
-4.000000000000000000e+00 4.510911301011862662e+00 4.512296402972165055e+00 6.136006970856842102e+00 6.138696870219055413e+00
-2.000000000000000000e+00 4.509768193139863435e+00 4.505748940080573028e+00 6.134273682405961381e+00 6.130308222831934550e+00
-1.899999999999999911e+00 4.511364619684758104e+00 4.512560416962426046e+00 6.136832974234572191e+00 6.139416126867296875e+00
-1.800000000000000044e+00 4.512865113270661865e+00 4.517689545488121183e+00 6.137809204793325257e+00 6.144541756469140026e+00
-1.699999999999999956e+00 4.502897697474267602e+00 4.506662784241825648e+00 6.124682424783047807e+00 6.130344976580616390e+00
-1.600000000000000089e+00 4.523185669679630649e+00 4.515925999106939592e+00 6.150184690077908911e+00 6.142410165517903309e+00
-1.500000000000000000e+00 4.511402095560945291e+00 4.508359149223424289e+00 6.135411989756364370e+00 6.132459679111707196e+00
-1.399999999999999911e+00 4.521781429101751293e+00 4.517787081416889450e+00 6.147882127717144485e+00 6.144060811398852628e+00
-1.300000000000000044e+00 4.511922199100539821e+00 4.509719584720681240e+00 6.136705808920073224e+00 6.134713948394343142e+00
-1.199999999999999956e+00 4.518264103125498643e+00 4.514689679884827278e+00 6.144190456746142281e+00 6.140881473725298356e+00
-1.100000000000000089e+00 4.522179415373475564e+00 4.520356369033364352e+00 6.149303753628363012e+00 6.148467098340022474e+00
-1.000000000000000000e+00 4.528868376563588427e+00 4.523423340474052701e+00 6.158554602744756856e+00 6.152897171956949407e+00
-9.000000000000000222e-01 4.519216785323777685e+00 4.521553769872725503e+00 6.146535938692102796e+00 6.150563781620995485e+00
-8.000000000000000444e-01 4.522785602852407827e+00 4.525438171710165491e+00 6.150583800012820568e+00 6.154927947967167690e+00
-6.999999999999999556e-01 4.528728157650697028e+00 4.521142010390052590e+00 6.158755271414367627e+00 6.150637131605326324e+00
-5.999999999999999778e-01 4.529206301668958545e+00 4.530632723586748511e+00 6.158616978811207510e+00 6.161454461437728902e+00
-5.000000000000000000e-01 4.519306631894782100e+00 4.517721657657429724e+00 6.146136348679578809e+00 6.145607035697747023e+00
-4.000000000000000222e-01 4.514628421637038258e+00 4.519383426176932339e+00 6.139988366926258045e+00 6.147931375955482558e+00
-2.999999999999999889e-01 4.529113010470423362e+00 4.523932794596582596e+00 6.154052292338906938e+00 6.152755675499800070e+00
-2.000000000000000111e-01 4.531491636486335572e+00 4.533559879669270209e+00 6.155712712577291690e+00 6.163869693660010363e+00
-1.000000000000000056e-01 4.530612145334690588e+00 4.529545750608891197e+00 6.156411795144109078e+00 6.160305182406260016e+00
-0.000000000000000000e+00 4.527712535166756425e+00 4.528867094062656307e+00 6.153115783698148711e+00 6.158526812722056931e+00
1.000000000000000056e-01 4.528443323862195946e+00 4.527812071675481498e+00 6.156602940244513711e+00 6.157851274509173578e+00
2.000000000000000111e-01 4.524120096451544448e+00 4.520438209367735993e+00 6.152893009952764558e+00 6.149358048298133816e+00
2.999999999999999889e-01 4.528976959890547604e+00 4.525309807491279201e+00 6.160255614871694263e+00 6.155804802177072155e+00
4.000000000000000222e-01 4.526642698816258026e+00 4.523753740971804049e+00 6.157232432066477301e+00 6.153303408313901990e+00
5.000000000000000000e-01 4.526445628449045522e+00 4.532849109872056914e+00 6.157120964528052909e+00 6.164031448663910950e+00
5.999999999999999778e-01 4.517790043078534268e+00 4.520479448741578032e+00 6.146328376000067095e+00 6.148295492377483740e+00
6.999999999999999556e-01 4.527321996400038628e+00 4.521435014477283687e+00 6.157548899202361703e+00 6.148679946581593114e+00
8.000000000000000444e-01 4.515679919302896472e+00 4.511428522308591482e+00 6.144239062851100108e+00 6.137747466173109956e+00
9.000000000000000222e-01 4.503729543825857107e+00 4.507251274603718549e+00 6.129417515430676922e+00 6.132672923433734269e+00
1.000000000000000000e+00 4.519857884932749315e+00 4.518024751509714498e+00 6.149183393065955627e+00 6.145578528716744593e+00
1.100000000000000089e+00 4.515522486711907035e+00 4.522229781898984058e+00 6.146488052627762322e+00 6.153109533972244805e+00
1.199999999999999956e+00 4.512793042179207958e+00 4.514050341437362945e+00 6.142158396415059229e+00 6.141975101454390185e+00
1.300000000000000044e+00 4.522687347966511950e+00 4.531218731364480945e+00 6.153192340561524531e+00 6.162138807842891808e+00
1.399999999999999911e+00 4.524874185548252825e+00 4.519814644853462404e+00 6.156747800266586523e+00 6.148579208832487097e+00
1.500000000000000000e+00 4.511975850593794135e+00 4.515667906280429911e+00 6.141133318462173030e+00 6.143618696238014820e+00
1.600000000000000089e+00 4.522347818689131493e+00 4.525512244021546948e+00 6.153852582764907986e+00 6.156090841128807334e+00
1.699999999999999956e+00 4.519485925911363999e+00 4.523348307238232557e+00 6.148824646742961697e+00 6.151811233989436190e+00
1.800000000000000044e+00 4.520671395013761362e+00 4.524715551936010272e+00 6.150528706736889006e+00 6.153888936675473431e+00
1.899999999999999911e+00 4.523340139070308297e+00 4.521015647603426224e+00 6.154153593566023872e+00 6.149179551646943409e+00
2.000000000000000000e+00 4.519749460712150224e+00 4.522889463598703585e+00 6.149122695479154466e+00 6.151190711062564986e+00
2.100000000000000089e+00 4.527451802891738097e+00 4.530387046546853647e+00 6.158445373488995678e+00 6.159983110899183600e+00
2.200000000000000178e+00 4.532588057710482232e+00 4.531857829884740951e+00 6.164347357628995105e+00 6.161175869479999179e+00
2.299999999999999822e+00 4.530765251290964635e+00 4.527636380869659583e+00 6.161496821172870675e+00 6.156098686961511746e+00
2.399999999999999911e+00 4.531636737292347838e+00 4.535119469716436313e+00 6.164167105056278295e+00 6.166483276778032874e+00
2.500000000000000000e+00 4.530362060429639293e+00 4.535920244906110455e+00 6.163443596025182103e+00 6.168568425634895824e+00
2.600000000000000089e+00 4.528535730960524752e+00 4.530636486618952574e+00 6.161060395393950451e+00 6.162111900255598407e+00
2.700000000000000178e+00 4.523079808205201502e+00 4.518643911273172442e+00 6.153447148587177118e+00 6.146207541082683967e+00
2.799999999999999822e+00 4.536532517547223975e+00 4.530379757858792544e+00 6.168094763404074143e+00 6.159331993403118766e+00
2.899999999999999911e+00 4.533717151638176901e+00 4.541176617610029886e+00 6.167709591606084452e+00 6.175821168351121493e+00
3.000000000000000000e+00 4.531559061707439717e+00 4.536072473677259964e+00 6.164412703310421016e+00 6.169192636253486128e+00
3.100000000000000089e+00 4.537653445139083530e+00 4.541000528121620583e+00 6.173978896175529307e+00 6.176758963794612534e+00
3.200000000000000178e+00 4.522231305048808103e+00 4.521242827241700013e+00 6.154344980614961713e+00 6.152268157994496889e+00
3.299999999999999822e+00 4.521330351704833994e+00 4.520224080514695153e+00 6.152027843455283751e+00 6.149620460802148081e+00
3.399999999999999911e+00 4.526136447307297139e+00 4.526081835280330701e+00 6.157963541649750461e+00 6.156612948857207890e+00
3.500000000000000000e+00 4.528111481011041661e+00 4.525573822482553688e+00 6.159524982903363366e+00 6.155314723328843662e+00
3.600000000000000089e+00 4.523799703835768682e+00 4.524337344822146889e+00 6.156353174502052994e+00 6.155976328020139832e+00
3.700000000000000178e+00 4.520293588656029371e+00 4.517163676773743752e+00 6.149830026436779562e+00 6.145341496887508193e+00
3.799999999999999822e+00 4.523819483840129330e+00 4.521459037755227506e+00 6.154503855603675078e+00 6.150953120047577549e+00
3.899999999999999911e+00 4.527453163254571145e+00 4.531670128104873463e+00 6.159318381664930619e+00 6.163824608246030401e+00
4.000000000000000000e+00 4.527681307496917107e+00 4.533208900495540483e+00 6.156422448944696590e+00 6.162731387391478854e+00
5.000000000000000000e+00 4.519158329306797839e+00 4.522648669942869404e+00 6.145586135296785990e+00 6.150698711756358961e+00
6.000000000000000000e+00 4.525424959623456367e+00 4.522502047121661484e+00 6.153799811286283727e+00 6.151009252371759217e+00
7.000000000000000000e+00 4.527829767566539765e+00 4.530817703147277165e+00 6.157811553236790303e+00 6.162595573505046609e+00
8.000000000000000000e+00 4.533266155366163730e+00 4.532501254349045716e+00 6.164873791974072148e+00 6.165234943881793050e+00
9.000000000000000000e+00 4.524933522432684541e+00 4.520186445158900668e+00 6.152446410951044165e+00 6.148919700931739563e+00
1.000000000000000000e+01 4.515612492038548531e+00 4.515291381972430962e+00 6.142472379196240340e+00 6.145179417038638015e+00
1.100000000000000000e+01 4.526615792705152685e+00 4.530959600975478452e+00 6.154957256621823802e+00 6.163444480736850473e+00
1.200000000000000000e+01 4.540023020652419028e+00 4.535894300869707685e+00 6.169461697588782378e+00 6.168212321626957539e+00
1.300000000000000000e+01 4.529021482165470402e+00 4.531040077330849236e+00 6.154443474297877970e+00 6.161454379657439695e+00
1.400000000000000000e+01 4.540979707317432279e+00 4.537294057064992003e+00 6.168524864923467632e+00 6.169000529003696442e+00
1.500000000000000000e+01 4.530222247686573667e+00 4.529528774841490524e+00 6.155919075447466859e+00 6.160111875646860469e+00
1.600000000000000000e+01 4.541483315745313831e+00 4.533903893089887838e+00 6.168250038338454644e+00 6.163983564753558575e+00
1.700000000000000000e+01 4.528741452508897147e+00 4.531364873448339381e+00 6.154323761015608518e+00 6.162970258842535465e+00
1.800000000000000000e+01 4.543474124313690687e+00 4.540273183073480823e+00 6.171218047936873674e+00 6.173043425178208032e+00
1.900000000000000000e+01 4.533624741366431010e+00 4.530505800404533545e+00 6.159015524863685975e+00 6.161082338669636727e+00
