Oberon v2.4.8711.25000
Computer:      SOKUTO
User:          Vdhooven

Measurement:   Al_grating_measurement00002
DateTime:      Friday, 09 February 2024, 14:33:06
File:          C:\Users\vdhooven\Documents\Oberon00001\Al_grating_measurement00002\Run00001\result.txt
Dimensions:    2
TotalSteps:    1136
Created:       02/09/2024 14:26
Operator:      Jeffrey
Sample:        Sample
Notes:
Al grating 35 deg
Probe 750 nm 7 uW
Pump 400 nm 4.44 mW


Constants:
>	DelayLine [ps]	1.702009

Loops:
>	Repeat: 2 times
>	DelayLine: from -20 to 1000 [ps] in 568 steps ZigZag

Operations:
>	Digitizer

Parameters:
> Repeat,x,0,2,R,0,1
> DelayLine,ps,3,568,R,-20,1000

Results:
> DeltaMin,x,Value,6
> DeltaMax,x,Value,6
> DeltaMean,x,Value,6

Settings:

-=DelayLine=-
ZigZag:        True
StepSize(s):   << to -2 ps step=2 ps , to 4 ps step=0.1 ps , to >> step=2 ps
Motor:         DelayLine, Physik Instrumente(PI) Karlsruhe C-863.11 N.A.
Position:      1.702 [ps]
Acceleration:  667.324 [ps/s²]
Velocity:      166.831 [ps/s]
Deceleration:  667.324 [ps/s²]

-=Digitizer=-
Samples:       2000
Output:        MinMax, Mean
Store RAW:     YES
Channels:
>	Galvo	Dev1/ai0	-10..10	Differential
>	Signal	Dev1/ai1	-10..10	Differential
>	Reference	Dev1/ai2	-10..10	Differential
>	chopperState	Dev1/port0/line0
>	galvoState	Dev1/port0/line7

-=TriggerBox=-
ChopperPhase:  Low
Delay:         1 us
PulseWidth:    10 us


Index	Repeat [x]	DelayLine [ps]	DeltaMin [x]	DeltaMax [x]	DeltaMean [x]
364	0	594.000	-0.002772	0.001443	-0.000596
365	0	596.000	-0.005970	0.003432	-0.000569
366	0	598.000	-0.002036	0.001385	-0.000561
367	0	600.000	-0.002475	0.002651	-0.000579
368	0	602.000	-0.002333	0.001542	-0.000554
369	0	604.000	-0.002446	0.002083	-0.000528
370	0	606.000	-0.002490	0.001870	-0.000512
371	0	608.000	-0.003030	0.001216	-0.000504
372	0	610.000	-0.002440	0.001238	-0.000538
373	0	612.000	-0.002395	0.001463	-0.000556
374	0	614.000	-0.002388	0.001458	-0.000494
375	0	616.000	-0.002319	0.001230	-0.000491
376	0	618.000	-0.002087	0.001433	-0.000479
377	0	620.000	-0.002136	0.001751	-0.000485
378	0	622.000	-0.002731	0.002649	-0.000454
379	0	624.000	-0.002833	0.001148	-0.000473
380	0	626.000	-0.002645	0.001146	-0.000465
381	0	628.000	-0.002272	0.001604	-0.000449
382	0	630.000	-0.002260	0.001598	-0.000500
383	0	632.000	-0.002282	0.001722	-0.000419
384	0	634.000	-0.002865	0.001327	-0.000467
385	0	636.000	-0.002127	0.001757	-0.000415
386	0	638.000	-0.002319	0.001554	-0.000400
387	0	640.000	-0.002436	0.001577	-0.000442
388	0	642.000	-0.002672	0.001349	-0.000401
389	0	644.000	-0.002054	0.001709	-0.000371
390	0	646.000	-0.002202	0.001420	-0.000381
391	0	648.000	-0.002021	0.001344	-0.000341
392	0	650.000	-0.002025	0.001521	-0.000332
393	0	652.000	-0.003642	0.001573	-0.000311
394	0	654.000	-0.002562	0.001753	-0.000323
395	0	656.000	-0.002345	0.001465	-0.000296
396	0	658.000	-0.002363	0.002394	-0.000318
397	0	660.000	-0.002103	0.001714	-0.000290
398	0	662.000	-0.002835	0.001815	-0.000318
399	0	664.000	-0.002529	0.001351	-0.000293
400	0	666.000	-0.002519	0.001674	-0.000301
401	0	668.000	-0.002399	0.001823	-0.000328
402	0	670.000	-0.002360	0.001723	-0.000290
403	0	672.000	-0.002120	0.001198	-0.000315
404	0	674.000	-0.002335	0.001804	-0.000297
405	0	676.000	-0.001907	0.002359	-0.000281
406	0	678.000	-0.002032	0.001623	-0.000287
407	0	680.000	-0.002436	0.001844	-0.000318
408	0	682.000	-0.002047	0.001461	-0.000265
409	0	684.000	-0.002263	0.001709	-0.000329
410	0	686.000	-0.003442	0.001450	-0.000306
411	0	688.000	-0.002501	0.001402	-0.000291
412	0	690.000	-0.002509	0.001583	-0.000308
413	0	692.000	-0.002039	0.001910	-0.000314
414	0	694.000	-0.001943	0.001906	-0.000333
415	0	696.000	-0.002069	0.001606	-0.000318
416	0	698.000	-0.002375	0.001346	-0.000313
417	0	700.000	-0.002146	0.001794	-0.000311
418	0	702.000	-0.002191	0.001517	-0.000314
419	0	704.000	-0.001841	0.001665	-0.000315
420	0	706.000	-0.002210	0.001484	-0.000314
421	0	708.000	-0.002439	0.001437	-0.000332
422	0	710.000	-0.001862	0.001566	-0.000314
423	0	712.000	-0.001869	0.001673	-0.000334
424	0	714.000	-0.002052	0.001381	-0.000323
425	0	716.000	-0.002421	0.001771	-0.000324
426	0	718.000	-0.002856	0.001377	-0.000330
427	0	720.000	-0.002099	0.001398	-0.000308
428	0	722.000	-0.003171	0.001735	-0.000318
429	0	724.000	-0.001849	0.001702	-0.000299
430	0	726.000	-0.002026	0.001488	-0.000331
431	0	728.000	-0.002479	0.001264	-0.000323
432	0	730.000	-0.002196	0.001668	-0.000274
433	0	732.000	-0.001868	0.001538	-0.000323
434	0	734.000	-0.002134	0.001412	-0.000335
435	0	736.000	-0.002114	0.001278	-0.000345
436	0	738.000	-0.002068	0.001438	-0.000309
437	0	740.000	-0.002244	0.001346	-0.000294
438	0	742.000	-0.002373	0.001507	-0.000345
439	0	744.000	-0.001935	0.001327	-0.000314
440	0	746.000	-0.002238	0.002077	-0.000296
441	0	748.000	-0.002437	0.001809	-0.000333
442	0	750.000	-0.002009	0.001602	-0.000281
443	0	752.000	-0.002221	0.001876	-0.000331
444	0	754.000	-0.001980	0.001491	-0.000293
445	0	756.000	-0.002231	0.001514	-0.000298
446	0	758.000	-0.002290	0.001881	-0.000316
447	0	760.000	-0.002263	0.002873	-0.000293
448	0	762.000	-0.001981	0.001552	-0.000282
449	0	764.000	-0.002162	0.001399	-0.000307
450	0	766.000	-0.002171	0.001839	-0.000332
451	0	768.000	-0.002254	0.001520	-0.000301
452	0	770.000	-0.002236	0.001412	-0.000335
453	0	772.000	-0.002242	0.001480	-0.000305
454	0	774.000	-0.001979	0.002723	-0.000266
455	0	776.000	-0.002315	0.002140	-0.000292
456	0	778.000	-0.002341	0.001634	-0.000288
457	0	780.000	-0.002148	0.001675	-0.000308
458	0	782.000	-0.002218	0.001731	-0.000241
459	0	784.000	-0.002488	0.001424	-0.000270
460	0	786.000	-0.002068	0.001680	-0.000258
461	0	788.000	-0.001810	0.001811	-0.000290
462	0	790.000	-0.002196	0.001710	-0.000277
463	0	792.000	-0.002340	0.001512	-0.000265
464	0	794.000	-0.002738	0.002775	-0.000267
465	0	796.000	-0.002073	0.001508	-0.000312
466	0	798.000	-0.001910	0.001979	-0.000271
467	0	800.000	-0.002140	0.001529	-0.000258
468	0	802.000	-0.002082	0.001390	-0.000261
469	0	804.000	-0.001943	0.001395	-0.000252
470	0	806.000	-0.001827	0.001605	-0.000270
471	0	808.000	-0.002033	0.001608	-0.000254
472	0	810.000	-0.002229	0.001547	-0.000253
473	0	812.000	-0.001766	0.001796	-0.000241
474	0	814.000	-0.002159	0.002034	-0.000221
475	0	816.000	-0.001938	0.001722	-0.000227
476	0	818.000	-0.002258	0.001717	-0.000245
477	0	820.000	-0.002093	0.001357	-0.000243
478	0	822.000	-0.001840	0.001653	-0.000264
479	0	824.000	-0.002103	0.001682	-0.000246
480	0	826.000	-0.001952	0.001784	-0.000260
481	0	828.000	-0.002015	0.001637	-0.000253
482	0	830.000	-0.002132	0.001440	-0.000222
483	0	832.000	-0.001907	0.001923	-0.000237
484	0	834.000	-0.002013	0.001808	-0.000200
485	0	836.000	-0.002071	0.001740	-0.000214
486	0	838.000	-0.001852	0.002321	-0.000214
487	0	840.000	-0.002257	0.001627	-0.000208
488	0	842.000	-0.001717	0.002266	-0.000171
489	0	844.000	-0.002435	0.001240	-0.000195
490	0	846.000	-0.003472	0.001637	-0.000194
491	0	848.000	-0.002427	0.001897	-0.000226
492	0	850.000	-0.002039	0.002074	-0.000209
493	0	852.000	-0.002847	0.001739	-0.000186
494	0	854.000	-0.002694	0.001650	-0.000176
495	0	856.000	-0.002190	0.001565	-0.000189
496	0	858.000	-0.002864	0.001772	-0.000173
497	0	860.000	-0.002537	0.001766	-0.000180
498	0	862.000	-0.001930	0.001524	-0.000180
499	0	864.000	-0.002556	0.001939	-0.000162
500	0	866.000	-0.001927	0.001722	-0.000181
501	0	868.000	-0.001716	0.001714	-0.000149
502	0	870.000	-0.002087	0.001681	-0.000147
503	0	872.000	-0.002567	0.001655	-0.000168
504	0	874.000	-0.001791	0.001580	-0.000175
505	0	876.000	-0.001994	0.001554	-0.000181
506	0	878.000	-0.002299	0.004336	-0.000162
507	0	880.000	-0.001829	0.001615	-0.000163
508	0	882.000	-0.002182	0.001781	-0.000185
509	0	884.000	-0.002034	0.001664	-0.000183
510	0	886.000	-0.002107	0.001468	-0.000180
511	0	888.000	-0.001894	0.001737	-0.000142
512	0	890.000	-0.002060	0.002089	-0.000175
513	0	892.000	-0.002712	0.001702	-0.000169
514	0	894.000	-0.001781	0.001660	-0.000183
515	0	896.000	-0.001796	0.001648	-0.000165
516	0	898.000	-0.002026	0.001819	-0.000207
517	0	900.000	-0.002354	0.002506	-0.000174
518	0	902.000	-0.001911	0.001479	-0.000206
519	0	904.000	-0.002004	0.001978	-0.000138
520	0	906.000	-0.001881	0.001669	-0.000168
521	0	908.000	-0.001776	0.001722	-0.000146
522	0	910.000	-0.001927	0.001469	-0.000179
523	0	912.000	-0.001687	0.001473	-0.000158
524	0	914.000	-0.002195	0.001774	-0.000155
525	0	916.000	-0.001828	0.001723	-0.000174
526	0	918.000	-0.001742	0.001998	-0.000167
527	0	920.000	-0.002286	0.002121	-0.000183
528	0	922.000	-0.002648	0.001891	-0.000162
529	0	924.000	-0.001983	0.001661	-0.000183
530	0	926.000	-0.003942	0.001704	-0.000175
531	0	928.000	-0.001675	0.002072	-0.000172
532	0	930.000	-0.001601	0.001468	-0.000166
533	0	932.000	-0.001841	0.001983	-0.000153
534	0	934.000	-0.002086	0.002360	-0.000139
535	0	936.000	-0.002237	0.001730	-0.000163
536	0	938.000	-0.001835	0.001911	-0.000142
537	0	940.000	-0.002023	0.001628	-0.000211
538	0	942.000	-0.001945	0.001687	-0.000171
539	0	944.000	-0.002172	0.001724	-0.000199
540	0	946.000	-0.002089	0.002345	-0.000176
541	0	948.000	-0.001997	0.001476	-0.000194
542	0	950.000	-0.001987	0.001985	-0.000184
543	0	952.000	-0.001884	0.001665	-0.000170
544	0	954.000	-0.001960	0.001720	-0.000188
545	0	956.000	-0.001964	0.001943	-0.000201
546	0	958.000	-0.002209	0.001476	-0.000183
547	0	960.000	-0.002225	0.001512	-0.000192
548	0	962.000	-0.001918	0.001466	-0.000163
549	0	964.000	-0.001901	0.001553	-0.000188
550	0	966.000	-0.002148	0.001543	-0.000186
551	0	968.000	-0.001839	0.002687	-0.000179
552	0	970.000	-0.002051	0.001857	-0.000171
553	0	972.000	-0.001928	0.001487	-0.000143
554	0	974.000	-0.002124	0.001563	-0.000188
555	0	976.000	-0.002325	0.001640	-0.000168
556	0	978.000	-0.002229	0.001642	-0.000184
557	0	980.000	-0.001732	0.001616	-0.000137
558	0	982.000	-0.002273	0.001608	-0.000210
559	0	984.000	-0.002170	0.001694	-0.000173
560	0	986.000	-0.002037	0.001427	-0.000156
561	0	988.000	-0.002297	0.001814	-0.000179
562	0	990.000	-0.002089	0.001961	-0.000163
563	0	992.000	-0.002107	0.001733	-0.000169
564	0	994.000	-0.002630	0.002179	-0.000167
565	0	996.000	-0.001979	0.001789	-0.000137
566	0	998.000	-0.001814	0.001712	-0.000188
567	0	1000.000	-0.001901	0.001284	-0.000183
568	1	1000.000	-0.001899	0.001666	-0.000163
569	1	998.000	-0.002016	0.001738	-0.000152
570	1	996.000	-0.001812	0.001558	-0.000182
571	1	994.000	-0.002163	0.001667	-0.000159
572	1	992.000	-0.001811	0.001652	-0.000181
573	1	990.000	-0.001944	0.001688	-0.000166
574	1	988.000	-0.002055	0.001726	-0.000181
575	1	986.000	-0.002326	0.001732	-0.000178
576	1	984.000	-0.001723	0.001799	-0.000192
577	1	982.000	-0.001611	0.001543	-0.000175
578	1	980.000	-0.002137	0.002126	-0.000132
579	1	978.000	-0.003057	0.002057	-0.000145
580	1	976.000	-0.001847	0.001992	-0.000161
581	1	974.000	-0.002063	0.001697	-0.000156
582	1	972.000	-0.001979	0.001586	-0.000176
583	1	970.000	-0.002103	0.002338	-0.000189
584	1	968.000	-0.001747	0.001899	-0.000200
585	1	966.000	-0.003369	0.002771	-0.000165
586	1	964.000	-0.002186	0.002311	-0.000172
587	1	962.000	-0.001876	0.001703	-0.000210
588	1	960.000	-0.002106	0.001271	-0.000182
589	1	958.000	-0.002116	0.001904	-0.000203
590	1	956.000	-0.002156	0.002059	-0.000160
591	1	954.000	-0.001871	0.001571	-0.000135
592	1	952.000	-0.002050	0.001543	-0.000180
593	1	950.000	-0.001849	0.003572	-0.000173
594	1	948.000	-0.002100	0.001674	-0.000167
595	1	946.000	-0.002918	0.001604	-0.000185
596	1	944.000	-0.002071	0.001689	-0.000170
597	1	942.000	-0.001922	0.001653	-0.000192
598	1	940.000	-0.001837	0.001987	-0.000186
599	1	938.000	-0.001884	0.002726	-0.000166
600	1	936.000	-0.001743	0.001599	-0.000160
601	1	934.000	-0.001930	0.002128	-0.000154
602	1	932.000	-0.001928	0.001392	-0.000196
603	1	930.000	-0.001934	0.002106	-0.000207
604	1	928.000	-0.001699	0.001579	-0.000192
605	1	926.000	-0.002224	0.001459	-0.000190
606	1	924.000	-0.001909	0.001674	-0.000155
607	1	922.000	-0.001655	0.001690	-0.000184
608	1	920.000	-0.002684	0.001443	-0.000178
609	1	918.000	-0.001786	0.002205	-0.000123
610	1	916.000	-0.002135	0.001426	-0.000168
611	1	914.000	-0.001769	0.001531	-0.000153
612	1	912.000	-0.001810	0.001486	-0.000200
613	1	910.000	-0.001738	0.001685	-0.000169
614	1	908.000	-0.001790	0.001610	-0.000159
615	1	906.000	-0.002059	0.001641	-0.000161
616	1	904.000	-0.003548	0.001854	-0.000186
617	1	902.000	-0.002089	0.001561	-0.000187
618	1	900.000	-0.002096	0.001615	-0.000160
619	1	898.000	-0.001851	0.001712	-0.000153
620	1	896.000	-0.001826	0.001549	-0.000160
621	1	894.000	-0.003475	0.001582	-0.000196
622	1	892.000	-0.002478	0.002029	-0.000152
623	1	890.000	-0.001945	0.001746	-0.000196
624	1	888.000	-0.002093	0.001783	-0.000142
625	1	886.000	-0.001725	0.001648	-0.000155
626	1	884.000	-0.001913	0.001748	-0.000176
627	1	882.000	-0.002104	0.004513	-0.000183
628	1	880.000	-0.001980	0.001708	-0.000182
629	1	878.000	-0.001912	0.002053	-0.000148
630	1	876.000	-0.002810	0.001587	-0.000177
631	1	874.000	-0.002158	0.001693	-0.000175
632	1	872.000	-0.002011	0.001787	-0.000178
633	1	870.000	-0.001836	0.001673	-0.000176
634	1	868.000	-0.001990	0.001870	-0.000194
635	1	866.000	-0.001972	0.001494	-0.000188
636	1	864.000	-0.001975	0.001855	-0.000189
637	1	862.000	-0.001944	0.001877	-0.000174
638	1	860.000	-0.002042	0.001707	-0.000191
639	1	858.000	-0.002286	0.001378	-0.000206
640	1	856.000	-0.002065	0.001670	-0.000175
641	1	854.000	-0.002256	0.001694	-0.000217
642	1	852.000	-0.002014	0.001567	-0.000213
643	1	850.000	-0.001963	0.001526	-0.000243
644	1	848.000	-0.001711	0.002082	-0.000181
645	1	846.000	-0.001871	0.001743	-0.000176
646	1	844.000	-0.003092	0.001419	-0.000242
647	1	842.000	-0.002296	0.001457	-0.000239
648	1	840.000	-0.001933	0.001690	-0.000188
649	1	838.000	-0.001884	0.001757	-0.000198
650	1	836.000	-0.002208	0.003666	-0.000236
651	1	834.000	-0.002147	0.002482	-0.000248
652	1	832.000	-0.002267	0.001605	-0.000251
653	1	830.000	-0.001814	0.001712	-0.000253
654	1	828.000	-0.002208	0.001667	-0.000237
655	1	826.000	-0.001905	0.001592	-0.000255
656	1	824.000	-0.002946	0.001493	-0.000282
657	1	822.000	-0.002107	0.001717	-0.000227
658	1	820.000	-0.002164	0.001687	-0.000272
659	1	818.000	-0.002044	0.001589	-0.000244
660	1	816.000	-0.001969	0.001252	-0.000267
661	1	814.000	-0.002417	0.001563	-0.000288
662	1	812.000	-0.001964	0.002815	-0.000227
663	1	810.000	-0.002432	0.001588	-0.000221
664	1	808.000	-0.002742	0.001715	-0.000241
665	1	806.000	-0.002836	0.001563	-0.000278
666	1	804.000	-0.001818	0.001481	-0.000279
667	1	802.000	-0.001871	0.001651	-0.000263
668	1	800.000	-0.002121	0.001200	-0.000254
669	1	798.000	-0.002043	0.001457	-0.000278
670	1	796.000	-0.002042	0.001482	-0.000269
671	1	794.000	-0.002057	0.001749	-0.000273
672	1	792.000	-0.001933	0.001373	-0.000292
673	1	790.000	-0.002919	0.001892	-0.000285
674	1	788.000	-0.001937	0.002356	-0.000303
675	1	786.000	-0.002100	0.001696	-0.000295
676	1	784.000	-0.001892	0.001444	-0.000302
677	1	782.000	-0.002268	0.001381	-0.000258
678	1	780.000	-0.002766	0.001538	-0.000262
679	1	778.000	-0.002703	0.001587	-0.000280
680	1	776.000	-0.002330	0.001749	-0.000296
681	1	774.000	-0.001962	0.001535	-0.000293
682	1	772.000	-0.002277	0.001617	-0.000305
683	1	770.000	-0.001857	0.001707	-0.000276
684	1	768.000	-0.001955	0.001555	-0.000284
685	1	766.000	-0.001786	0.001663	-0.000288
686	1	764.000	-0.001775	0.001362	-0.000277
687	1	762.000	-0.002129	0.001315	-0.000325
688	1	760.000	-0.004250	0.001437	-0.000319
689	1	758.000	-0.002173	0.001468	-0.000315
690	1	756.000	-0.002017	0.001849	-0.000265
691	1	754.000	-0.002097	0.001490	-0.000273
692	1	752.000	-0.002094	0.001567	-0.000289
693	1	750.000	-0.001820	0.002890	-0.000264
694	1	748.000	-0.002191	0.001573	-0.000278
695	1	746.000	-0.002458	0.001802	-0.000303
696	1	744.000	-0.001999	0.001684	-0.000299
697	1	742.000	-0.002199	0.001862	-0.000283
698	1	740.000	-0.002125	0.001448	-0.000293
699	1	738.000	-0.001955	0.001225	-0.000270
700	1	736.000	-0.002055	0.001408	-0.000317
701	1	734.000	-0.001914	0.001445	-0.000316
702	1	732.000	-0.002326	0.001459	-0.000297
703	1	730.000	-0.001881	0.001657	-0.000307
704	1	728.000	-0.002042	0.001560	-0.000311
705	1	726.000	-0.001875	0.001603	-0.000321
706	1	724.000	-0.002275	0.001387	-0.000314
707	1	722.000	-0.002220	0.001286	-0.000304
708	1	720.000	-0.002645	0.004641	-0.000276
709	1	718.000	-0.002324	0.001736	-0.000319
710	1	716.000	-0.003275	0.001742	-0.000333
711	1	714.000	-0.001974	0.001405	-0.000290
712	1	712.000	-0.002084	0.001800	-0.000292
713	1	710.000	-0.002302	0.001399	-0.000290
714	1	708.000	-0.001923	0.001647	-0.000278
715	1	706.000	-0.002098	0.001327	-0.000278
716	1	704.000	-0.002041	0.001467	-0.000326
717	1	702.000	-0.002254	0.003065	-0.000263
718	1	700.000	-0.001930	0.001574	-0.000278
719	1	698.000	-0.002848	0.001526	-0.000315
720	1	696.000	-0.002173	0.002069	-0.000306
721	1	694.000	-0.002029	0.001592	-0.000336
722	1	692.000	-0.001994	0.001362	-0.000312
723	1	690.000	-0.002183	0.001434	-0.000291
724	1	688.000	-0.002719	0.001373	-0.000273
725	1	686.000	-0.002099	0.001672	-0.000313
726	1	684.000	-0.003203	0.001222	-0.000277
727	1	682.000	-0.002100	0.001457	-0.000291
728	1	680.000	-0.001859	0.001819	-0.000275
729	1	678.000	-0.003092	0.001751	-0.000303
730	1	676.000	-0.002371	0.001603	-0.000279
731	1	674.000	-0.002109	0.001191	-0.000302
732	1	672.000	-0.001758	0.001510	-0.000260
733	1	670.000	-0.002009	0.001372	-0.000308
734	1	668.000	-0.002073	0.001413	-0.000287
735	1	666.000	-0.002167	0.001561	-0.000319
736	1	664.000	-0.002093	0.001285	-0.000320
737	1	662.000	-0.001948	0.001374	-0.000297
738	1	660.000	-0.002224	0.001400	-0.000258
739	1	658.000	-0.002051	0.001712	-0.000276
740	1	656.000	-0.001916	0.001961	-0.000292
741	1	654.000	-0.002363	0.001486	-0.000304
742	1	652.000	-0.002270	0.001719	-0.000299
743	1	650.000	-0.001977	0.001253	-0.000343
744	1	648.000	-0.001924	0.002227	-0.000338
745	1	646.000	-0.001842	0.001203	-0.000328
746	1	644.000	-0.001879	0.001642	-0.000344
747	1	642.000	-0.002118	0.001821	-0.000350
748	1	640.000	-0.002662	0.001189	-0.000400
749	1	638.000	-0.002054	0.001928	-0.000362
750	1	636.000	-0.002069	0.001245	-0.000387
751	1	634.000	-0.002022	0.001371	-0.000379
752	1	632.000	-0.002093	0.001277	-0.000388
753	1	630.000	-0.002308	0.001669	-0.000430
754	1	628.000	-0.002421	0.001595	-0.000406
755	1	626.000	-0.002306	0.001685	-0.000435
756	1	624.000	-0.002041	0.001270	-0.000449
757	1	622.000	-0.008231	0.001650	-0.000480
758	1	620.000	-0.002134	0.001107	-0.000450
759	1	618.000	-0.002337	0.001233	-0.000476
760	1	616.000	-0.001968	0.001531	-0.000475
761	1	614.000	-0.002037	0.001514	-0.000463
762	1	612.000	-0.002291	0.001150	-0.000480
763	1	610.000	-0.002916	0.001316	-0.000472
764	1	608.000	-0.002303	0.001832	-0.000510
765	1	606.000	-0.002356	0.001239	-0.000514
766	1	604.000	-0.002412	0.001445	-0.000514
767	1	602.000	-0.002460	0.001313	-0.000535
768	1	600.000	-0.002227	0.001701	-0.000508
769	1	598.000	-0.002759	0.000986	-0.000568
770	1	596.000	-0.002416	0.001356	-0.000534
771	1	594.000	-0.002247	0.001362	-0.000597
772	1	592.000	-0.002928	0.001047	-0.000586
773	1	590.000	-0.003627	0.001057	-0.000574
774	1	588.000	-0.003076	0.001172	-0.000569
775	1	586.000	-0.002158	0.001147	-0.000577
776	1	584.000	-0.002650	0.001331	-0.000548
777	1	582.000	-0.002322	0.001481	-0.000608
778	1	580.000	-0.002326	0.001438	-0.000631
779	1	578.000	-0.002210	0.000994	-0.000607
780	1	576.000	-0.002666	0.000894	-0.000623
781	1	574.000	-0.002584	0.001332	-0.000597
782	1	572.000	-0.002530	0.001485	-0.000587
783	1	570.000	-0.002381	0.001082	-0.000621
784	1	568.000	-0.002492	0.001075	-0.000621
785	1	566.000	-0.002382	0.001159	-0.000614
786	1	564.000	-0.002145	0.001563	-0.000610
787	1	562.000	-0.002565	0.001007	-0.000623
788	1	560.000	-0.002443	0.001289	-0.000646
789	1	558.000	-0.002455	0.001566	-0.000625
790	1	556.000	-0.002829	0.000858	-0.000648
791	1	554.000	-0.002341	0.001074	-0.000691
792	1	552.000	-0.002312	0.000949	-0.000655
793	1	550.000	-0.002485	0.001036	-0.000726
794	1	548.000	-0.002336	0.001275	-0.000674
795	1	546.000	-0.002454	0.001675	-0.000634
796	1	544.000	-0.002306	0.001573	-0.000644
797	1	542.000	-0.002378	0.001269	-0.000639
798	1	540.000	-0.002263	0.001221	-0.000636
799	1	538.000	-0.002396	0.000878	-0.000685
800	1	536.000	-0.002401	0.001404	-0.000649
801	1	534.000	-0.002566	0.001071	-0.000639
802	1	532.000	-0.002403	0.000952	-0.000689
803	1	530.000	-0.002330	0.001458	-0.000640
804	1	528.000	-0.002566	0.003872	-0.000621
805	1	526.000	-0.002290	0.001194	-0.000604
806	1	524.000	-0.002425	0.001369	-0.000618
807	1	522.000	-0.003525	0.001271	-0.000676
808	1	520.000	-0.002561	0.000989	-0.000653
809	1	518.000	-0.002517	0.001233	-0.000690
810	1	516.000	-0.002674	0.001153	-0.000636
811	1	514.000	-0.003180	0.001195	-0.000632
812	1	512.000	-0.002626	0.001213	-0.000608
813	1	510.000	-0.002604	0.001539	-0.000662
814	1	508.000	-0.002364	0.001730	-0.000581
815	1	506.000	-0.002359	0.001322	-0.000613
816	1	504.000	-0.002104	0.003044	-0.000593
817	1	502.000	-0.002180	0.001213	-0.000629
818	1	500.000	-0.003035	0.001405	-0.000607
819	1	498.000	-0.002487	0.001379	-0.000614
820	1	496.000	-0.002583	0.001315	-0.000602
821	1	494.000	-0.002416	0.001247	-0.000630
822	1	492.000	-0.002421	0.001239	-0.000598
823	1	490.000	-0.002521	0.001577	-0.000594
824	1	488.000	-0.002149	0.000965	-0.000601
825	1	486.000	-0.002430	0.001558	-0.000607
826	1	484.000	-0.002624	0.001445	-0.000610
827	1	482.000	-0.002583	0.001023	-0.000564
828	1	480.000	-0.002101	0.001126	-0.000518
829	1	478.000	-0.002875	0.001073	-0.000526
830	1	476.000	-0.002133	0.001207	-0.000530
831	1	474.000	-0.002166	0.001213	-0.000503
832	1	472.000	-0.002102	0.001011	-0.000470
833	1	470.000	-0.002230	0.001199	-0.000505
834	1	468.000	-0.002311	0.001556	-0.000437
835	1	466.000	-0.002207	0.001620	-0.000480
836	1	464.000	-0.002185	0.001163	-0.000408
837	1	462.000	-0.002626	0.001723	-0.000399
838	1	460.000	-0.002149	0.001694	-0.000420
839	1	458.000	-0.002231	0.001681	-0.000422
840	1	456.000	-0.002533	0.001352	-0.000411
841	1	454.000	-0.002145	0.001993	-0.000367
842	1	452.000	-0.002224	0.001313	-0.000362
843	1	450.000	-0.001786	0.001564	-0.000331
844	1	448.000	-0.002086	0.001739	-0.000374
845	1	446.000	-0.002161	0.001366	-0.000321
846	1	444.000	-0.002100	0.001743	-0.000347
847	1	442.000	-0.002330	0.001378	-0.000315
848	1	440.000	-0.002478	0.001468	-0.000357
849	1	438.000	-0.002172	0.001442	-0.000291
850	1	436.000	-0.002188	0.001687	-0.000305
851	1	434.000	-0.002614	0.001396	-0.000306
852	1	432.000	-0.002932	0.002544	-0.000272
853	1	430.000	-0.001995	0.001615	-0.000256
854	1	428.000	-0.002099	0.001695	-0.000244
855	1	426.000	-0.002066	0.001616	-0.000248
856	1	424.000	-0.002139	0.001642	-0.000252
857	1	422.000	-0.002408	0.001314	-0.000258
858	1	420.000	-0.001962	0.001563	-0.000246
859	1	418.000	-0.002094	0.001387	-0.000220
860	1	416.000	-0.001657	0.001624	-0.000231
861	1	414.000	-0.001881	0.001677	-0.000240
862	1	412.000	-0.001803	0.001272	-0.000263
863	1	410.000	-0.002011	0.001500	-0.000254
864	1	408.000	-0.001805	0.001742	-0.000262
865	1	406.000	-0.001948	0.001704	-0.000245
866	1	404.000	-0.002465	0.001523	-0.000230
867	1	402.000	-0.002118	0.001473	-0.000237
868	1	400.000	-0.002176	0.002361	-0.000234
869	1	398.000	-0.002094	0.001633	-0.000215
870	1	396.000	-0.001855	0.001803	-0.000274
871	1	394.000	-0.003609	0.001861	-0.000253
872	1	392.000	-0.002008	0.001746	-0.000251
873	1	390.000	-0.002188	0.001589	-0.000258
874	1	388.000	-0.003304	0.001634	-0.000284
875	1	386.000	-0.002252	0.001773	-0.000263
876	1	384.000	-0.002269	0.001748	-0.000244
877	1	382.000	-0.002263	0.001468	-0.000297
878	1	380.000	-0.001951	0.001222	-0.000324
879	1	378.000	-0.002047	0.001484	-0.000296
880	1	376.000	-0.002014	0.001535	-0.000310
881	1	374.000	-0.001807	0.001648	-0.000334
882	1	372.000	-0.001988	0.003355	-0.000303
883	1	370.000	-0.002031	0.001474	-0.000309
884	1	368.000	-0.002064	0.001392	-0.000312
885	1	366.000	-0.002181	0.001403	-0.000321
886	1	364.000	-0.002631	0.001101	-0.000346
887	1	362.000	-0.002504	0.001861	-0.000340
888	1	360.000	-0.002326	0.001241	-0.000312
889	1	358.000	-0.002046	0.001304	-0.000373
