Oberon v2.4.8711.25000
Computer:      SOKUTO
User:          Vdhooven

Measurement:   Measurements00002
DateTime:      Wednesday, 12 June 2024, 17:10:54
File:          C:\Users\vdhooven\Documents\Oberon00001\Al_grating_angledependent\Run00008\result.txt
Dimensions:    1
TotalSteps:    299
Created:       06/11/2024 14:59
Operator:      Jeffrey
Sample:        Sample
Notes:
Al grating

Angle dependent measurements at -2 deg resonance

Probe 750 nm 1.5 uW
Pump 400 nm 5 mW


Constants:
>	DelayLine [ps]	500.000259

Loops:
>	DelayLine: from -20 to 500 [ps] in 299 steps ZigZag

Operations:
>	Digitizer

Parameters:
> DelayLine,ps,3,299,R,-20,500

Results:
> DeltaMin,x,Value,6
> DeltaMax,x,Value,6
> DeltaMean,x,Value,6

Settings:

-=DelayLine=-
ZigZag:        True
StepSize(s):   << to -2 ps step=2 ps , to 2 ps step=0.1 ps , to >> step=2 ps
Motor:         DelayLine, Physik Instrumente(PI) Karlsruhe C-863.11 N.A.
Position:      500 [ps]
Acceleration:  667.324 [ps/s²]
Velocity:      20.02 [ps/s]
Deceleration:  667.324 [ps/s²]

-=Digitizer=-
Samples:       2000
Output:        MinMax, Mean
Store RAW:     YES
Channels:
>	Galvo	Dev1/ai0	-10..10	Differential
19	-1.000	-0.013603	0.001912	-0.000241
20	-0.900	-0.002745	0.002097	-0.000248
21	-0.800	-0.001839	0.001615	-0.000236
22	-0.700	-0.002719	0.002030	-0.000212
23	-0.600	-0.002247	0.001677	-0.000254
24	-0.500	-0.002286	0.033338	-0.000205
25	-0.400	-0.001951	0.002013	-0.000262
26	-0.300	-0.002360	0.001859	-0.000227
27	-0.200	-0.003743	0.001801	-0.000229
28	-0.100	-0.002027	0.001927	-0.000255
29	-0.000	-0.002289	0.002022	-0.000169
30	0.100	-0.001470	0.002141	0.000189
31	0.200	-0.001988	0.002353	0.000592
32	0.300	-0.001269	0.002856	0.000886
33	0.400	-0.000769	0.003001	0.000977
34	0.500	-0.001092	0.003252	0.001068
35	0.600	-0.001049	0.003093	0.001181
36	0.700	-0.001059	0.003040	0.001174
37	0.800	-0.000525	0.003055	0.001161
38	0.900	-0.000969	0.007889	0.001165
39	1.000	-0.000705	0.003120	0.001137
40	1.100	-0.003029	0.002934	0.001153
41	1.200	-0.001015	0.002729	0.001122
42	1.300	-0.005093	0.014898	0.001140
43	1.400	-0.004230	0.004298	0.001190
44	1.500	-0.002635	0.006242	0.001195
45	1.600	-0.001167	0.005103	0.001198
46	1.700	-0.000999	0.003373	0.001275
47	1.800	-0.000912	0.003377	0.001179
48	1.900	-0.000986	0.002863	0.001212
49	2.000	-0.000927	0.003672	0.001218
50	4.000	-0.000556	0.003568	0.001412
51	6.000	-0.001083	0.035934	0.001500
52	8.000	-0.000753	0.004349	0.001487
53	10.000	-0.000303	0.003444	0.001544
54	12.000	-0.000411	0.003534	0.001612
55	14.000	-0.001906	0.003491	0.001598
56	16.000	-0.000625	0.003571	0.001641
57	18.000	-0.000319	0.006199	0.001660
58	20.000	-0.001895	0.003387	0.001626
59	22.000	-0.002367	0.003474	0.001570
60	24.000	-0.000443	0.003316	0.001490
61	26.000	-0.004394	0.003754	0.001416
62	28.000	-0.000629	0.003345	0.001396
63	30.000	-0.001337	0.003472	0.001409
64	32.000	-0.004191	0.002992	0.001324
65	34.000	-0.000894	0.002779	0.001219
66	36.000	-0.021661	0.003515	0.001185
67	38.000	-0.000681	0.003493	0.001133
68	40.000	-0.001184	0.003315	0.001111
69	42.000	-0.006563	0.003130	0.001108
70	44.000	-0.000852	0.004183	0.001083
71	46.000	-0.001176	0.002783	0.001060
72	48.000	-0.001889	0.003753	0.001006
73	50.000	-0.005688	0.002952	0.001042
74	52.000	-0.001623	0.002786	0.001037
75	54.000	-0.003718	0.002893	0.001011
76	56.000	-0.001363	0.003026	0.000970
77	58.000	-0.007270	0.002869	0.000944
78	60.000	-0.000570	0.005231	0.000966
79	62.000	-0.001463	0.003099	0.000963
80	64.000	-0.001180	0.003997	0.000950
81	66.000	-0.000846	0.002830	0.000963
82	68.000	-0.000888	0.002748	0.000926
83	70.000	-0.001155	0.002942	0.000862
84	72.000	-0.001153	0.003016	0.000865
85	74.000	-0.001621	0.002936	0.000835
86	76.000	-0.000844	0.002611	0.000812
87	78.000	-0.002253	0.002574	0.000863
88	80.000	-0.000820	0.005462	0.000853
89	82.000	-0.001638	0.013558	0.000801
90	84.000	-0.001377	0.002794	0.000794
91	86.000	-0.002153	0.002715	0.000817
92	88.000	-0.000985	0.002780	0.000805
93	90.000	-0.006328	0.010700	0.000803
94	92.000	-0.001355	0.003324	0.000830
95	94.000	-0.001365	0.002814	0.000828
96	96.000	-0.001166	0.002818	0.000706
97	98.000	-0.001344	0.002759	0.000722
98	100.000	-0.000932	0.003482	0.000753
99	102.000	-0.001134	0.002697	0.000780
100	104.000	-0.001668	0.003345	0.000765
101	106.000	-0.001040	0.002598	0.000744
102	108.000	-0.001251	0.002497	0.000715
103	110.000	-0.002476	0.003197	0.000730
104	112.000	-0.001201	0.002706	0.000734
105	114.000	-0.001456	0.003373	0.000648
106	116.000	-0.001236	0.003042	0.000673
107	118.000	-0.001154	0.002559	0.000670
108	120.000	-0.001513	0.002929	0.000645
109	122.000	-0.001442	0.002360	0.000623
110	124.000	-0.001946	0.003069	0.000595
111	126.000	-0.001330	0.004690	0.000621
112	128.000	-0.001394	0.003315	0.000658
113	130.000	-0.001019	0.002714	0.000642
114	132.000	-0.004900	0.002408	0.000669
115	134.000	-0.001621	0.012714	0.000728
116	136.000	-0.001502	0.002746	0.000711
117	138.000	-0.001168	0.003972	0.000718
118	140.000	-0.001237	0.002526	0.000708
119	142.000	-0.001152	0.008296	0.000717
120	144.000	-0.001362	0.003895	0.000683
121	146.000	-0.001018	0.002791	0.000647
122	148.000	-0.001071	0.002945	0.000626
123	150.000	-0.001240	0.002809	0.000589
124	152.000	-0.000938	0.002406	0.000612
125	154.000	-0.001407	0.002698	0.000606
126	156.000	-0.001418	0.002421	0.000619
127	158.000	-0.001464	0.002773	0.000622
128	160.000	-0.001488	0.003449	0.000611
129	162.000	-0.001099	0.003127	0.000593
130	164.000	-0.003599	0.002957	0.000561
131	166.000	-0.001768	0.002576	0.000571
132	168.000	-0.001453	0.002714	0.000625
133	170.000	-0.003448	0.002798	0.000659
134	172.000	-0.005533	0.002570	0.000600
135	174.000	-0.001208	0.002221	0.000617
136	176.000	-0.006126	0.002970	0.000595
137	178.000	-0.002453	0.003966	0.000554
138	180.000	-0.001677	0.003264	0.000570
139	182.000	-0.001079	0.002778	0.000564
140	184.000	-0.004001	0.002385	0.000571
141	186.000	-0.001222	0.003185	0.000564
142	188.000	-0.002000	0.002616	0.000519
143	190.000	-0.001734	0.002339	0.000579
144	192.000	-0.001455	0.002754	0.000557
145	194.000	-0.001260	0.003033	0.000525
146	196.000	-0.001530	0.002621	0.000516
147	198.000	-0.001416	0.002577	0.000552
148	200.000	-0.001282	0.002646	0.000500
149	202.000	-0.001801	0.002525	0.000560
150	204.000	-0.001225	0.002409	0.000552
151	206.000	-0.029124	0.002541	0.000474
152	208.000	-0.001728	0.002419	0.000499
153	210.000	-0.001577	0.008355	0.000506
154	212.000	-0.004729	0.003118	0.000560
155	214.000	-0.001549	0.002303	0.000540
156	216.000	-0.002038	0.002383	0.000494
157	218.000	-0.001542	0.002947	0.000495
158	220.000	-0.001540	0.005917	0.000477
159	222.000	-0.002315	0.002386	0.000524
160	224.000	-0.001301	0.002933	0.000506
161	226.000	-0.001349	0.016099	0.000545
162	228.000	-0.001628	0.002374	0.000521
163	230.000	-0.001265	0.002767	0.000548
164	232.000	-0.002138	0.002315	0.000552
165	234.000	-0.001540	0.002400	0.000563
166	236.000	-0.001256	0.003252	0.000531
167	238.000	-0.001141	0.002870	0.000596
168	240.000	-0.001319	0.003374	0.000568
169	242.000	-0.002216	0.004250	0.000570
170	244.000	-0.001278	0.002571	0.000544
171	246.000	-0.001639	0.003801	0.000560
172	248.000	-0.001531	0.002475	0.000568
173	250.000	-0.001361	0.003114	0.000582
174	252.000	-0.001914	0.002386	0.000548
175	254.000	-0.001340	0.002215	0.000545
176	256.000	-0.004355	0.002185	0.000555
177	258.000	-0.001863	0.002944	0.000549
178	260.000	-0.005240	0.002757	0.000540
179	262.000	-0.001209	0.003106	0.000562
180	264.000	-0.001233	0.002405	0.000533
181	266.000	-0.002098	0.003495	0.000532
182	268.000	-0.001537	0.003059	0.000529
183	270.000	-0.001542	0.002270	0.000500
184	272.000	-0.001317	0.003575	0.000531
185	274.000	-0.002061	0.002747	0.000509
186	276.000	-0.001286	0.002572	0.000532
187	278.000	-0.003436	0.002285	0.000505
188	280.000	-0.001626	0.004601	0.000518
189	282.000	-0.001292	0.002837	0.000564
190	284.000	-0.001086	0.002471	0.000551
191	286.000	-0.001219	0.002364	0.000555
192	288.000	-0.001371	0.002554	0.000554
193	290.000	-0.013639	0.002569	0.000509
194	292.000	-0.001598	0.005260	0.000523
195	294.000	-0.001309	0.004702	0.000586
196	296.000	-0.001161	0.002667	0.000598
197	298.000	-0.006075	0.004171	0.000556
198	300.000	-0.005903	0.004481	0.000570
199	302.000	-0.005462	0.018018	0.000540
200	304.000	-0.003379	0.002728	0.000556
201	306.000	-0.001190	0.002647	0.000613
202	308.000	-0.001586	0.002671	0.000580
203	310.000	-0.001656	0.002380	0.000573
204	312.000	-0.001106	0.002586	0.000595
205	314.000	-0.001210	0.002558	0.000591
206	316.000	-0.002022	0.002968	0.000546
207	318.000	-0.001461	0.002563	0.000562
208	320.000	-0.007133	0.002332	0.000590
209	322.000	-0.003475	0.002681	0.000584
210	324.000	-0.001449	0.002358	0.000584
211	326.000	-0.001609	0.002417	0.000529
212	328.000	-0.001355	0.002577	0.000584
213	330.000	-0.001317	0.002390	0.000544
214	332.000	-0.001038	0.002469	0.000616
215	334.000	-0.001123	0.002510	0.000603
216	336.000	-0.002220	0.002797	0.000614
217	338.000	-0.001406	0.008314	0.000629
218	340.000	-0.001079	0.009208	0.000582
219	342.000	-0.001387	0.002779	0.000576
220	344.000	-0.001246	0.002757	0.000563
221	346.000	-0.001601	0.002880	0.000575
222	348.000	-0.001041	0.002873	0.000545
223	350.000	-0.001540	0.002568	0.000551
224	352.000	-0.001111	0.002563	0.000620
225	354.000	-0.001186	0.003800	0.000582
226	356.000	-0.001129	0.002582	0.000631
227	358.000	-0.001124	0.004615	0.000690
228	360.000	-0.001939	0.005620	0.000664
229	362.000	-0.001426	0.005574	0.000604
230	364.000	-0.001264	0.003686	0.000630
231	366.000	-0.001558	0.002872	0.000648
232	368.000	-0.002035	0.002631	0.000563
233	370.000	-0.001136	0.004240	0.000618
234	372.000	-0.001425	0.003425	0.000592
235	374.000	-0.001443	0.002416	0.000635
236	376.000	-0.001759	0.002874	0.000618
237	378.000	-0.001147	0.002789	0.000620
238	380.000	-0.002123	0.002688	0.000587
239	382.000	-0.002126	0.002639	0.000584
240	384.000	-0.000961	0.003353	0.000618
241	386.000	-0.004204	0.002295	0.000623
242	388.000	-0.001148	0.002270	0.000667
243	390.000	-0.001249	0.002477	0.000556
244	392.000	-0.001067	0.002505	0.000635
245	394.000	-0.001453	0.004629	0.000635
246	396.000	-0.001103	0.002805	0.000609
247	398.000	-0.002821	0.002608	0.000589
248	400.000	-0.001733	0.002941	0.000569
249	402.000	-0.001582	0.003115	0.000603
250	404.000	-0.001100	0.030617	0.000655
251	406.000	-0.001875	0.002558	0.000609
252	408.000	-0.001275	0.011244	0.000569
253	410.000	-0.001525	0.002750	0.000613
254	412.000	-0.001168	0.002340	0.000581
255	414.000	-0.001400	0.002615	0.000611
256	416.000	-0.001085	0.003274	0.000591
257	418.000	-0.001051	0.005397	0.000638
258	420.000	-0.000960	0.003225	0.000587
259	422.000	-0.001497	0.003400	0.000624
260	424.000	-0.001157	0.002427	0.000629
261	426.000	-0.001185	0.002399	0.000586
262	428.000	-0.003061	0.002783	0.000630
263	430.000	-0.001004	0.002867	0.000640
264	432.000	-0.013700	0.002642	0.000618
265	434.000	-0.001050	0.002478	0.000658
266	436.000	-0.003462	0.002589	0.000594
267	438.000	-0.002770	0.002764	0.000599
268	440.000	-0.001330	0.002859	0.000610
269	442.000	-0.001116	0.002813	0.000652
270	444.000	-0.001023	0.018959	0.000662
271	446.000	-0.001186	0.002689	0.000593
272	448.000	-0.001324	0.002682	0.000595
273	450.000	-0.006424	0.003085	0.000621
274	452.000	-0.016685	0.002627	0.000570
275	454.000	-0.002046	0.002263	0.000617
276	456.000	-0.003138	0.002630	0.000599
277	458.000	-0.001534	0.002670	0.000632
278	460.000	-0.001670	0.002428	0.000632
279	462.000	-0.003249	0.002871	0.000586
280	464.000	-0.001011	0.002971	0.000621
281	466.000	-0.001295	0.002443	0.000623
282	468.000	-0.002496	0.002435	0.000632
283	470.000	-0.001321	0.003316	0.000645
284	472.000	-0.001027	0.003840	0.000611
285	474.000	-0.001060	0.003452	0.000618
286	476.000	-0.001139	0.002866	0.000584
287	478.000	-0.001193	0.002587	0.000598
288	480.000	-0.003488	0.002561	0.000603
289	482.000	-0.001283	0.002583	0.000642
290	484.000	-0.001530	0.002707	0.000580
291	486.000	-0.002993	0.002594	0.000557
292	488.000	-0.001440	0.002673	0.000561
293	490.000	-0.001334	0.003851	0.000561
294	492.000	-0.001361	0.027380	0.000619
295	494.000	-0.001550	0.002877	0.000592
296	496.000	-0.001445	0.002731	0.000589
297	498.000	-0.001591	0.003123	0.000561
298	500.000	-0.001885	0.002510	0.000565
