# delays[ps] pumped_signal, blocked_signal, pumped_reference, blocked_reference
-2.000000000000000000e+01 5.377647529773830648e+00 5.376624851883891054e+00 6.107864292029842268e+00 6.106429848892022783e+00
-1.800000000000000000e+01 5.384013148420739192e+00 5.382777308218830825e+00 6.111557082538796593e+00 6.110602152730642445e+00
-1.600000000000000000e+01 5.387976436948830994e+00 5.387744131680511472e+00 6.113921143085270238e+00 6.113749776842496431e+00
-1.400000000000000000e+01 5.377541984401328357e+00 5.378583556682897004e+00 6.101463256770156995e+00 6.102507714438401010e+00
-1.200000000000000000e+01 5.376528359225241971e+00 5.373734287075205174e+00 6.101215414321349506e+00 6.098495408396922279e+00
-1.000000000000000000e+01 5.373387229228657525e+00 5.377939490544332735e+00 6.098284481929597156e+00 6.104627297015617238e+00
-8.000000000000000000e+00 5.375881893106881471e+00 5.376953413977246576e+00 6.100010804275616039e+00 6.101970872994204598e+00
-6.000000000000000000e+00 5.384914343671949766e+00 5.390191388077146151e+00 6.108455422979560900e+00 6.115239226429272534e+00
-4.000000000000000000e+00 5.382074865744310266e+00 5.382081351452672635e+00 6.105938892652672756e+00 6.107124446152211839e+00
-2.000000000000000000e+00 5.379062341194561725e+00 5.380605119089358013e+00 6.106072704315895550e+00 6.108874471334116762e+00
-1.000000000000000000e+00 5.372329482625405994e+00 5.376921382659188176e+00 6.098082606148180318e+00 6.103928217764551079e+00
-9.000000000000000222e-01 5.382529789213789329e+00 5.385513885697051251e+00 6.108697500503919464e+00 6.113641671220443108e+00
-8.000000000000000444e-01 5.386498761355092313e+00 5.377436201121920334e+00 6.114590193522837502e+00 6.105455542221013943e+00
-6.999999999999999556e-01 5.382922408919595725e+00 5.376352430751058620e+00 6.109623359551958899e+00 6.102877595776076802e+00
-5.999999999999999778e-01 5.373539140880255083e+00 5.376893353318322966e+00 6.096841723217273135e+00 6.101372766963735650e+00
-5.000000000000000000e-01 5.379578200815685385e+00 5.383697401194916132e+00 6.103257081633102210e+00 6.109040471538464523e+00
-4.000000000000000222e-01 5.384147999049343269e+00 5.380609844836481415e+00 6.106483662894884645e+00 6.105294507976652518e+00
-2.999999999999999889e-01 5.374397489344259427e+00 5.373806355345923436e+00 6.088024252925382740e+00 6.095337852283871705e+00
-2.000000000000000111e-01 5.390648952989693932e+00 5.381281297485729809e+00 6.101927228471303977e+00 6.104820447386893889e+00
-1.000000000000000056e-01 5.388254468395974328e+00 5.374646613281486296e+00 6.096953187548080244e+00 6.097947915762547133e+00
0.000000000000000000e+00 5.387397154799587362e+00 5.376500977013021654e+00 6.094734466342346835e+00 6.098847996104874269e+00
1.000000000000000056e-01 5.391866133189054722e+00 5.376756582550836328e+00 6.100410469276169145e+00 6.098611201698183493e+00
2.000000000000000111e-01 5.380258062273507669e+00 5.367347523161848599e+00 6.088776827907651956e+00 6.089052373817401609e+00
2.999999999999999889e-01 5.399271487828096738e+00 5.389721813137381190e+00 6.109107899699923294e+00 6.112609948369301271e+00
