Oberon v2.4.8711.25000
Computer:      SOKUTO
User:          Vdhooven

Measurement:   Al_transient_grating_measurement00001
DateTime:      Thursday, 04 January 2024, 16:44:51
File:          C:\Users\vdhooven\Documents\Oberon00001\Al_transient_grating_measurement00001\Run00005\result.txt
Dimensions:    2
TotalSteps:    750
Created:       01/04/2024 12:17
Operator:      Jeffrey
Sample:        Sample
Notes:
Flat Al

pump 12.5 mW right arm only

probe 0.08 mW



Constants:
>	DelayLine [ps]	4.000272

Loops:
>	Repeat: 3 times
>	DelayLine: from -20 to 100 [ps] in 250 steps ZigZag

Operations:
>	Digitizer

Parameters:
> Repeat,x,0,3,R,0,2
> DelayLine,ps,3,250,R,-20,100

Results:
> DeltaMin,x,Value,6
> DeltaMax,x,Value,6
> DeltaMean,x,Value,6

Settings:

-=DelayLine=-
ZigZag:        True
StepSize(s):   << to -2 ps step=2 ps , to 4 ps step=0.1 ps , to 32 ps step=1 ps , to 43 ps step=0.2 ps , to 70 ps step=1 ps , to 80 ps step=0.2 ps , to >> step=1 ps
Motor:         DelayLine, Physik Instrumente(PI) Karlsruhe C-863.11 N.A.
Position:      4 [ps]
Acceleration:  667.324 [ps/s²]
Velocity:      166.831 [ps/s]
Deceleration:  667.324 [ps/s²]

-=Digitizer=-
Samples:       2000
Output:        MinMax, Mean
Store RAW:     YES
Channels:
>	Galvo	Dev1/ai0	-10..10	Differential
>	Signal	Dev1/ai1	-10..10	Differential
>	Reference	Dev1/ai2	-10..10	Differential
>	chopperState	Dev1/port0/line0
>	galvoState	Dev1/port0/line7

-=TriggerBox=-
ChopperPhase:  Low
Delay:         1 us
PulseWidth:    10 us


Index	Repeat [x]	DelayLine [ps]	DeltaMin [x]	DeltaMax [x]	DeltaMean [x]
441	1	2.900	0.000774	0.014306	0.005596
442	1	2.800	0.001843	0.008107	0.005439
443	1	2.700	0.001923	0.009300	0.005491
444	1	2.600	0.002301	0.008508	0.005422
445	1	2.500	0.002532	0.008689	0.005486
446	1	2.400	0.000740	0.007992	0.005222
447	1	2.300	0.002713	0.010356	0.005375
448	1	2.200	0.002679	0.008223	0.005430
449	1	2.100	0.002511	0.009076	0.005320
450	1	2.000	0.002805	0.008084	0.005277
451	1	1.900	0.002567	0.009031	0.005353
452	1	1.800	0.002784	0.007644	0.005239
453	1	1.700	0.000095	0.007892	0.005349
454	1	1.600	0.002535	0.009880	0.005150
455	1	1.500	0.001204	0.007506	0.005118
456	1	1.400	0.002680	0.007856	0.005166
457	1	1.300	0.002274	0.007996	0.005102
458	1	1.200	0.002502	0.007216	0.004842
459	1	1.100	0.001656	0.007953	0.004981
460	1	1.000	0.001871	0.007660	0.004986
461	1	0.900	0.001274	0.007690	0.005112
462	1	0.800	0.002275	0.009775	0.004980
463	1	0.700	-0.000312	0.007723	0.004924
464	1	0.600	0.001603	0.007455	0.004766
465	1	0.500	0.002337	0.007263	0.004796
466	1	0.400	0.002174	0.007844	0.004831
467	1	0.300	0.001991	0.007231	0.004556
468	1	0.200	0.002149	0.008228	0.004667
469	1	0.100	0.001792	0.007177	0.004365
470	1	0.000	0.001365	0.006777	0.004248
471	1	-0.100	0.001450	0.008269	0.003944
472	1	-0.200	0.000466	0.010666	0.003504
473	1	-0.300	0.000462	0.007286	0.003139
474	1	-0.400	0.000036	0.005026	0.002492
475	1	-0.500	-0.000626	0.004295	0.001579
476	1	-0.600	-0.002432	0.004334	0.000271
477	1	-0.700	-0.002392	0.003342	-0.000007
478	1	-0.800	-0.002746	0.003771	0.000054
479	1	-0.900	-0.003850	0.002791	0.000051
480	1	-1.000	-0.002318	0.003689	0.000031
481	1	-1.100	-0.002442	0.004898	0.000018
482	1	-1.200	-0.002721	0.003074	0.000036
483	1	-1.300	-0.004067	0.005652	0.000032
484	1	-1.400	-0.002789	0.002961	0.000050
485	1	-1.500	-0.003324	0.002475	-0.000005
486	1	-1.600	-0.002535	0.002780	-0.000014
487	1	-1.700	-0.003916	0.004616	-0.000001
488	1	-1.800	-0.002538	0.006131	0.000049
489	1	-1.900	-0.004259	0.003080	0.000014
490	1	-2.000	-0.008421	0.002656	0.000053
491	1	-4.000	-0.003833	0.002435	0.000034
492	1	-6.000	-0.002850	0.004468	0.000051
493	1	-8.000	-0.002845	0.010248	0.000035
494	1	-10.000	-0.005872	0.004236	0.000021
495	1	-12.000	-0.002375	0.002698	-0.000018
496	1	-14.000	-0.002477	0.002784	-0.000043
497	1	-16.000	-0.004206	0.003027	-0.000037
498	1	-18.000	-0.003631	0.002538	-0.000066
499	1	-20.000	-0.002277	0.025614	-0.000022
500	2	-20.000	-0.002369	0.003660	-0.000052
501	2	-18.000	-0.002722	0.004114	-0.000034
502	2	-16.000	-0.003934	0.002479	-0.000090
503	2	-14.000	-0.005863	0.003172	-0.000093
504	2	-12.000	-0.002974	0.002527	-0.000051
505	2	-10.000	-0.002759	0.002703	0.000020
506	2	-8.000	-0.004598	0.003121	0.000048
507	2	-6.000	-0.003630	0.002910	0.000008
508	2	-4.000	-0.002707	0.002462	0.000031
509	2	-2.000	-0.004959	0.004179	-0.000056
510	2	-1.900	-0.003568	0.002960	0.000054
511	2	-1.800	-0.002368	0.003536	0.000071
512	2	-1.700	-0.002750	0.002405	-0.000004
513	2	-1.600	-0.002722	0.003767	-0.000008
514	2	-1.500	-0.003048	0.002835	0.000035
515	2	-1.400	-0.003979	0.002441	0.000044
516	2	-1.300	-0.002277	0.002868	0.000018
517	2	-1.200	-0.002806	0.003391	-0.000002
518	2	-1.100	-0.002817	0.004038	0.000065
519	2	-1.000	-0.004447	0.003566	0.000029
520	2	-0.900	-0.003056	0.002907	0.000071
521	2	-0.800	-0.003316	0.003160	0.000029
522	2	-0.700	-0.002629	0.002958	0.000079
523	2	-0.600	-0.002139	0.002786	0.000337
524	2	-0.500	-0.000944	0.006426	0.001649
525	2	-0.400	0.000134	0.005132	0.002453
526	2	-0.300	-0.065209	0.008225	0.003102
527	2	-0.200	0.000847	0.006423	0.003483
528	2	-0.100	0.001182	0.008251	0.003954
529	2	-0.000	0.000699	0.007449	0.004124
530	2	0.100	0.001885	0.007144	0.004218
531	2	0.200	0.001835	0.007613	0.004362
532	2	0.300	0.001170	0.007057	0.004521
533	2	0.400	0.000996	0.007163	0.004573
534	2	0.500	0.002236	0.007136	0.004525
535	2	0.600	0.001789	0.008357	0.004741
536	2	0.700	0.000084	0.006972	0.004663
537	2	0.800	0.001490	0.007302	0.004847
538	2	0.900	0.000807	0.007485	0.004718
539	2	1.000	-0.000568	0.008066	0.004582
540	2	1.100	0.001865	0.007106	0.004652
541	2	1.200	0.002220	0.007290	0.004702
542	2	1.300	0.002282	0.007923	0.004973
543	2	1.400	0.002581	0.008453	0.005090
544	2	1.500	0.000059	0.007694	0.005056
545	2	1.600	0.001729	0.007650	0.004923
546	2	1.700	0.001601	0.007995	0.004883
547	2	1.800	0.002222	0.007688	0.005124
548	2	1.900	0.002643	0.008352	0.005296
549	2	2.000	0.002280	0.008596	0.005184
550	2	2.100	0.002723	0.007811	0.005328
551	2	2.200	0.002648	0.008551	0.005191
552	2	2.300	0.003006	0.007699	0.005214
553	2	2.400	0.001036	0.008082	0.005191
554	2	2.500	0.002682	0.008679	0.005174
555	2	2.600	0.002315	0.008240	0.005238
556	2	2.700	0.002961	0.007535	0.005192
557	2	2.800	0.000756	0.009559	0.005498
558	2	2.900	0.002964	0.008742	0.005313
559	2	3.000	0.001020	0.007703	0.005179
560	2	3.100	0.002769	0.007611	0.005288
561	2	3.200	0.002518	0.008014	0.005315
562	2	3.300	0.001886	0.008619	0.005172
563	2	3.400	0.000968	0.008263	0.005365
564	2	3.500	0.002908	0.009867	0.005295
565	2	3.600	0.002402	0.008050	0.005215
566	2	3.700	0.001867	0.008416	0.005374
567	2	3.800	0.002788	0.009256	0.005394
568	2	3.900	0.002609	0.008203	0.005375
569	2	4.000	0.002970	0.007716	0.005296
570	2	5.000	0.002725	0.008784	0.005254
571	2	6.000	0.001131	0.008441	0.005012
572	2	7.000	0.001902	0.008138	0.004972
573	2	8.000	0.002438	0.009610	0.005063
574	2	9.000	0.002230	0.008899	0.005103
575	2	10.000	0.002668	0.007607	0.005072
576	2	11.000	0.001199	0.007715	0.005096
577	2	12.000	0.001680	0.007542	0.004741
578	2	13.000	0.001162	0.007480	0.004710
579	2	14.000	0.002209	0.007696	0.004729
580	2	15.000	0.002090	0.008537	0.004711
581	2	16.000	0.000728	0.007041	0.004584
582	2	17.000	0.001885	0.007019	0.004404
583	2	18.000	0.000837	0.007581	0.004528
584	2	19.000	0.001608	0.006815	0.004412
585	2	20.000	0.001451	0.009408	0.004336
586	2	21.000	0.000810	0.007268	0.004269
587	2	22.000	0.001541	0.007879	0.004290
588	2	23.000	-0.000157	0.007146	0.004085
589	2	24.000	0.000689	0.006797	0.004007
590	2	25.000	0.001055	0.006673	0.004150
591	2	26.000	0.000788	0.007783	0.003871
592	2	27.000	0.000788	0.007134	0.004124
593	2	28.000	0.001287	0.008158	0.004016
594	2	29.000	0.000492	0.006585	0.003788
595	2	30.000	0.001495	0.006818	0.003763
596	2	31.000	0.001318	0.006247	0.003696
597	2	32.000	0.000762	0.006507	0.003657
598	2	32.200	0.000702	0.006399	0.003585
599	2	32.400	0.000748	0.006120	0.003512
600	2	32.600	0.000397	0.006354	0.003571
601	2	32.800	0.000168	0.006639	0.003440
602	2	33.000	0.000922	0.006520	0.003666
603	2	33.200	-0.000562	0.005856	0.003423
604	2	33.400	0.000844	0.007612	0.003397
605	2	33.600	0.000653	0.006121	0.003440
606	2	33.800	0.000831	0.006501	0.003447
607	2	34.000	0.000285	0.006571	0.003425
608	2	34.200	0.000603	0.006207	0.003457
609	2	34.400	0.000816	0.005821	0.003331
610	2	34.600	0.000446	0.007803	0.003431
611	2	34.800	0.000843	0.006257	0.003474
612	2	35.000	0.000360	0.006104	0.003375
613	2	35.200	0.000509	0.006074	0.003431
614	2	35.400	0.000964	0.005791	0.003323
615	2	35.600	-0.000876	0.006209	0.003281
616	2	35.800	0.000743	0.005851	0.003305
617	2	36.000	0.000610	0.006033	0.003261
618	2	36.200	-0.000330	0.006106	0.003238
619	2	36.400	0.000473	0.005925	0.003211
620	2	36.600	-0.002257	0.005915	0.003296
621	2	36.800	0.000579	0.006214	0.003356
622	2	37.000	0.000512	0.006022	0.003235
623	2	37.200	0.000682	0.006786	0.003401
624	2	37.400	0.000612	0.006100	0.003316
625	2	37.600	0.000667	0.005936	0.003339
626	2	37.800	-0.000035	0.005909	0.003198
627	2	38.000	0.000764	0.006071	0.003184
628	2	38.200	0.000628	0.005981	0.003300
629	2	38.400	0.000756	0.006168	0.003260
630	2	38.600	0.000934	0.006125	0.003228
631	2	38.800	0.000152	0.006279	0.003233
632	2	39.000	0.000444	0.005691	0.003272
633	2	39.200	0.000003	0.005931	0.003089
634	2	39.400	0.000670	0.005737	0.003104
635	2	39.600	0.000277	0.006424	0.003160
636	2	39.800	0.000287	0.006899	0.003360
637	2	40.000	0.000640	0.006301	0.003318
638	2	40.200	0.000393	0.006029	0.003323
639	2	40.400	-0.000093	0.005619	0.003123
640	2	40.600	-0.011675	0.005765	0.003282
641	2	40.800	0.000091	0.005611	0.003211
642	2	41.000	-0.000070	0.005710	0.003286
643	2	41.200	0.000458	0.005709	0.003189
644	2	41.400	0.000465	0.007640	0.003243
645	2	41.600	-0.000092	0.005842	0.003101
646	2	41.800	-0.001357	0.006063	0.003154
647	2	42.000	0.000582	0.006228	0.003165
648	2	42.200	0.000493	0.005800	0.003145
649	2	42.400	0.000322	0.005748	0.003150
650	2	42.600	0.000464	0.005641	0.003154
651	2	42.800	-0.000042	0.005595	0.003141
652	2	43.000	0.000563	0.006027	0.003112
653	2	44.000	0.000094	0.006068	0.003307
654	2	45.000	0.000239	0.005609	0.003313
655	2	46.000	0.000689	0.005984	0.003204
656	2	47.000	-0.000082	0.006132	0.003134
657	2	48.000	-0.000989	0.006207	0.003232
658	2	49.000	0.000448	0.005791	0.003202
659	2	50.000	0.000132	0.006770	0.003230
660	2	51.000	0.000242	0.006990	0.003247
661	2	52.000	0.000511	0.005985	0.003163
662	2	53.000	0.000279	0.005931	0.003240
663	2	54.000	0.000386	0.005747	0.003021
664	2	55.000	-0.000505	0.005946	0.003158
665	2	56.000	0.000369	0.005881	0.003128
666	2	57.000	0.000050	0.005630	0.003044
667	2	58.000	0.000607	0.005670	0.003101
668	2	59.000	0.000464	0.005602	0.003074
669	2	60.000	0.000361	0.006087	0.003097
670	2	61.000	0.000541	0.006083	0.003147
671	2	62.000	0.000094	0.006280	0.002897
672	2	63.000	0.000061	0.005327	0.003039
673	2	64.000	0.000332	0.011316	0.003158
674	2	65.000	0.000591	0.005822	0.003141
675	2	66.000	-0.000434	0.015321	0.003031
676	2	67.000	0.000075	0.006045	0.003008
677	2	68.000	0.000550	0.005807	0.003098
678	2	69.000	-0.051891	0.006066	0.003080
679	2	70.000	0.000489	0.006141	0.003074
680	2	70.200	0.000289	0.005992	0.003089
681	2	70.400	0.000166	0.005697	0.003024
682	2	70.600	0.000076	0.006200	0.003134
683	2	70.800	0.000430	0.005806	0.003068
684	2	71.000	0.000493	0.005717	0.003091
685	2	71.200	0.000379	0.005576	0.003074
686	2	71.400	0.000387	0.007184	0.002868
687	2	71.600	-0.000102	0.006682	0.002974
688	2	71.800	-0.000086	0.006085	0.003072
689	2	72.000	0.000327	0.005965	0.002934
690	2	72.200	0.000721	0.006305	0.003190
691	2	72.400	0.000739	0.006188	0.003093
692	2	72.600	-0.001781	0.007592	0.003028
693	2	72.800	0.000388	0.005943	0.003035
694	2	73.000	-0.000087	0.005935	0.003140
695	2	73.200	0.000689	0.005791	0.003141
696	2	73.400	-0.000004	0.005831	0.003003
697	2	73.600	0.000191	0.005870	0.003057
698	2	73.800	0.000612	0.006280	0.003137
699	2	74.000	-0.002025	0.005584	0.003023
700	2	74.200	-0.000950	0.006288	0.003024
701	2	74.400	0.000351	0.006281	0.002991
702	2	74.600	0.000463	0.005966	0.002963
703	2	74.800	0.000430	0.005751	0.003068
704	2	75.000	0.000536	0.005715	0.003018
705	2	75.200	0.000406	0.005990	0.003090
706	2	75.400	0.000070	0.006069	0.002988
707	2	75.600	-0.000645	0.005504	0.002985
708	2	75.800	0.000226	0.006113	0.002974
709	2	76.000	0.000170	0.006730	0.002920
710	2	76.200	-0.002485	0.005543	0.002880
711	2	76.400	0.000189	0.005792	0.002917
712	2	76.600	0.000428	0.005545	0.002942
713	2	76.800	0.000012	0.005372	0.002895
714	2	77.000	-0.000232	0.005440	0.002914
715	2	77.200	0.000517	0.005697	0.002980
716	2	77.400	0.000188	0.006195	0.002941
717	2	77.600	0.000296	0.006128	0.003041
718	2	77.800	0.000242	0.007007	0.003020
719	2	78.000	0.000413	0.005706	0.003044
720	2	78.200	-0.000706	0.005512	0.002943
721	2	78.400	0.000049	0.005419	0.002866
722	2	78.600	0.000261	0.005612	0.002891
723	2	78.800	-0.001078	0.005873	0.002979
724	2	79.000	0.000574	0.005740	0.003026
725	2	79.200	-0.000251	0.006116	0.002884
726	2	79.400	0.000436	0.006126	0.003165
727	2	79.600	0.000060	0.005417	0.002924
728	2	79.800	0.000175	0.005726	0.003009
729	2	80.000	0.000093	0.005922	0.003029
730	2	81.000	0.000346	0.005449	0.002902
731	2	82.000	-0.000764	0.005860	0.002916
732	2	83.000	-0.000554	0.006204	0.003027
733	2	84.000	0.000585	0.005865	0.003038
734	2	85.000	0.000487	0.005804	0.003054
735	2	86.000	-0.001409	0.005704	0.002950
736	2	87.000	-0.000054	0.006218	0.003077
737	2	88.000	0.000452	0.005954	0.003014
738	2	89.000	0.000194	0.005693	0.002893
739	2	90.000	-0.000496	0.005820	0.002895
740	2	91.000	0.000141	0.005773	0.002905
741	2	92.000	-0.000554	0.005149	0.002774
742	2	93.000	0.000485	0.005254	0.002906
743	2	94.000	0.000221	0.005460	0.002944
744	2	95.000	-0.000571	0.006933	0.003048
745	2	96.000	0.000219	0.006005	0.002939
746	2	97.000	0.000319	0.005596	0.002871
747	2	98.000	0.000249	0.005847	0.002925
748	2	99.000	0.000597	0.006175	0.002896
749	2	100.000	0.000401	0.005491	0.002948
